record_id,doi,year,signal,crossref_container,crossref_issn,issn_is_target,not_source_issn,container_is_target,signal_ok,title
99480,10.15453/0191-5096.4724,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Dismantling Ableism in Social Work Employment: A Call for Disability Justice
99481,10.15453/0191-5096.4736,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,“Everyone Else Gets to Have the American Dream:” How Social Security Disability Policy Shapes Disability Identity
99482,10.15453/0191-5096.4722,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Mandatory supporting as a radical ethic of care: Supporting, not reporting, black disabled mothers"
99483,10.15453/0191-5096.4729,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Promoting Justice for People with Intellectual and Developmental Disabilities: Strategies for Advancing Anti-Oppressive Social Work Education and Practice
99484,10.15453/0191-5096.4737,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"A path wayward: Resisting ""evidence-based"" discourse in favor of critical access, engaged relational pedagogy and a politicized somatics"
99485,10.15453/0191-5096.4731,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Decolonizing disability in social work: A conversation on decolonizing disability in social work: A conversation on colonialism
99486,10.15453/0191-5096.4734,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Call to Action: Disability Justice as a Framework to End Punishment of and Advance Liberatory Education for Disabled Students
99487,10.15453/0191-5096.4712,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Action Steps Toward Dismantling Ableism in Social Work Education
99488,10.15453/0191-5096.4720,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The potential of humor to joyously dismantle ableism+: Considerations for social workers
99489,10.15453/0191-5096.4715,2024,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The experience of growing up deaf in a hearing-abled family: A phenomenological study
99491,10.15453/0191-5096.4617,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"When Contraception Means No Pregnancy: Narrative Account of Contraception Use among Reproductive-aged Women at the Tamale Teaching Hospital, Ghana"
99492,10.15453/0191-5096.4682,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The Impact of Adverse Childhood Experiences on Mental and Physical Health for Low-Income Women Receiving TANF
99493,10.15453/0191-5096.4665,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The Problematizing of Teen Pregnancy is a Feminist Issue
99494,10.15453/0191-5096.4645,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Examining the Early Impact of the COVID-19 Pandemic on Black/African American Adults
99495,10.15453/0191-5096.4699,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The Myth of Programmatic Intervention to Tackle Intergenerational Poverty in Post-industrial Societies: A Longitudinal Study in Hong Kong as a Vantage Point
99496,10.15453/0191-5096.4675,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,“Deconstructing the Administrative State”: Legal Trends and Consequences
99497,10.15453/0191-5096.4670,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Racial microaggressions and asian americans' well-being: A scoping review and exploratory meta-analysis
99498,10.15453/0191-5096.4495,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True, “logics of redistribution” under welfare reform: The case of welfare for families with children
99500,10.15453/0191-5096.4691,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Teaching Beyond Trans-Competency: Exploring Trans-Affirming Pedagogy Through Applied Case Studies
99503,10.15453/0191-5096.4620,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Lived Experiences of Voluntary Retirees within Ghana’s Semi-Urban Space
99505,10.15453/0191-5096.4688,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Between the Noise and Silence: An Autoethnography Challenging Schools of Social Work to Evolve for Trans Students
99509,10.15453/0191-5096.4694,2023,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Applications of Transformative Justice Principles for Centering Transgender and Gender Expansive Experiences in Social Work Education and Practice
99513,10.15453/0191-5096.4527,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Factors Influencing the Political Activity of Social Workers: A Comparative Study Among Swiss and United States Social Workers
99514,10.15453/0191-5096.4547,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"A Psychometric Evaluation of the Mutual Efficacy Scale: Factor Structure, Convergent, and Divergent Validity"
99515,10.15453/0191-5096.4467,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Insistence: The Active Quest of Citizens for Achieving their Health and Justice Rights in Mexico
99516,10.15453/0191-5096.4549,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Neighborhood Tenure, Donated Social Support, and Participation in Low-and Moderate-Income Communities"
99520,10.15453/0191-5096.4562,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A Qualitative Exploration of Justice System Stakeholders’ Perceptions of Disproportionate Minority Contact and Behavioral Health Access among System-Involved Yo
99521,10.15453/0191-5096.4583,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Punishment by Another Name? The Welfare State’s Disciplinary Role in the United States and Britain
99522,10.15453/0191-5096.4587,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Access to Credit and Social Capital: The Case of Indonesia
99524,10.15453/0191-5096.4541,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Financial Stress and Hardship among Young Adults: The Role of Student Loan Debt
99526,10.15453/0191-5096.4565,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Using Complex Adaptive Systems Theory to Identify Best Adaptive Practices for Inclusion within Systems of Care: The Impact! System of Care and its Model Theory 
99530,10.15453/0191-5096.4540,2022,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Malawi's Marriage Law (2015) and Constitutional Amendment (2017): Analysis of Policy Solutions to Increase Girls' Rights
99550,10.15453/0191-5096.4477,2021,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The rwandan diaspora: Residual politics and the culture of silence
99551,10.15453/0191-5096.4492,2021,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Are non-religious college students the new anti-racists on the block? An exploration of the effects of non-religiosity on college students’ white racial identit
99556,10.15453/0191-5096.4426,2021,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Narratives in sex offender management laws: How stories about a label shape policymaking
99557,10.15453/0191-5096.4368,2021,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Family preservation strategies: Regendering labor in mixed-status marriage after co-deportation
99563,10.15453/0191-5096.4236,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Young adult drinking and depression: The long-term consequences of poverty, maternal depression, and childhood behavioral problems"
99566,10.15453/0191-5096.4198,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"A framework for analyzing, developing, and applying community practice interventions"
99567,10.15453/0191-5096.4367,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Deconstructing the racialized cannabis user: Cannabis criminalization and intersections with the social work profession
99569,10.15453/0191-5096.4321,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Childhood snap receipt as a protective factor against adult obesity: Examining the interaction of snap participation and neighborhood disadvantage
99571,10.15453/0191-5096.4389,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Children and the welfare state: The need for a child-centered analysis
99575,10.15453/0191-5096.4309,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Physical activity in two low-income detroit neighborhoods: Disentangling human agency from social structure
99579,10.15453/0191-5096.4266,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A legal analysis: The transgender bathroom debate
99581,10.15453/0191-5096.4257,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Applying transformative organizing theory to white antiracist organizing
99582,10.15453/0191-5096.4264,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Flawed assumptions of welfare participation: A comparative analysis of ohio and North Carolina counties
99583,10.15453/0191-5096.4207,2020,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Staff under new market rules: A case study of a group home for people with intellectual disabilities in Sweden
99588,10.15453/0191-5096.4227,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Can the lifeworld save us from neoliberal governmentality? Social work, critical theory, and habermas"
99589,10.15453/0191-5096.4095,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Gender, social networks, and microenterprise: Differences in network effects on business performance"
99590,10.15453/0191-5096.4258,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Financial literacy research in China: The progress and the role of social work
99594,10.15453/0191-5096.4155,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Social construction, knowledge utilization, and the politics of poverty: A case study of washington state’s general assistance reform"
99595,10.15453/0191-5096.4097,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Understanding appalachian microaggression from the perspective of community college students in southern west Virginia
99597,10.15453/0191-5096.4133,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Measurement of childhood poverty in the United States and its enduring influences
99600,10.15453/0191-5096.4125,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Unwed motherhood, adoption reunion and stigmatized social identities"
99601,10.15453/0191-5096.4107,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Housing cost burden and maternal stress among very low income mothers
99608,10.15453/0191-5096.4353,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The culture-structure framework: Beyond the cultural competence paradigm
99609,10.15453/0191-5096.4365,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Structural competency in child welfare: Opportunities and applications for addressing disparities and stigma
99612,10.15453/0191-5096.4352,2019,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Introduction to the special issue on structural competency
99614,10.15453/0191-5096.4242,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Asset building as social investment
99615,10.15453/0191-5096.4244,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Social protection in africa: Beyond safety nets?
99616,10.15453/0191-5096.4246,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Investing in adoption: Exploring child development accounts for children adopted from foster care
99620,10.15453/0191-5096.4240,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Social investments, asset building, and social development— The state of the art: A special issue in honor of james midgley"
99629,10.15453/0191-5096.4219,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Measuring and addressing elderly bullying in a senior residential community
99640,10.15453/0191-5096.4174,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Social work and accessibility of persons with disabilities in Mexico: Hidden barriers
99641,10.15453/0191-5096.4172,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Global interdependence and its effects on social work education in the United States
99642,10.15453/0191-5096.4167,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Use of technology, pedagogical approaches and intercultural competence in development"
99644,10.15453/0191-5096.4166,2018,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Maximization vs. inclusion as a value conflict in development work
99652,10.15453/0191-5096.4039,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Do we know what we think we know about payday loan borrowers? Evidence from the survey of consumer finances
99654,10.15453/0191-5096.3862,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"A right to motherhood? Race, class, and reproductive services in the Jim crow south"
99661,10.15453/0191-5096.3880,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,How the immigration and deportation systems work: A social worker’s guide
99664,10.15453/0191-5096.4066,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Explaining support for structural attribution of poverty in post-communist countries: Multilevel analysis of repeated cross-sectional data
99666,10.15453/0191-5096.3851,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"The impact of dysfunctional families and sexual abuse on the psychological well-being of adolescent females in Eastern Cape, South Africa: A research note"
99668,10.15453/0191-5096.3846,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The association between neighborhood factors and Mexican Americans’ mental health outcomes: A systematic review
99670,10.15453/0191-5096.3857,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"The policy nexus: Panhandling, social capital and policy failure"
99671,10.15453/0191-5096.3813,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Barriers to food security experienced by families living in extended stay motels
99672,10.15453/0191-5096.3856,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The social exclusion of dually-involved youth: Toward a sense of belonging
99673,10.15453/0191-5096.4082,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Editorial: A call for research
99676,10.15453/0191-5096.3805,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Congregations in the community: A case study of social welfare provision
99679,10.15453/0191-5096.3863,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Blurring professional borders in service of anti-poverty collaboration: Combining social work skills and an anti-oppressive feminist lens with legal aid
99680,10.15453/0191-5096.3864,2017,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Mixed-status families and the threat of deportation
99682,10.15453/0191-5096.4048,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,How are social problems viewed and analyzed in social work policy textbooks
99684,10.15453/0191-5096.4044,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Evolving from an illusionary and self destructive quest for power to a state of empowerment: The curative potential yoga may hold as a vehicle to reclaiming bod
99686,10.15453/0191-5096.4046,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A systematic review of yoga interventions in the incarcerated setting
99690,10.15453/0191-5096.4025,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Introduction to the symposium on the basic income guarantee
99692,10.15453/0191-5096.4030,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Lessons from sweden: Solidarity, the welfare state, and basic income"
99696,10.15453/0191-5096.3533,2016,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The burden of colonial debt and indebtedness in second generation filipino american families
99717,10.15453/0191-5096.3939,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Roles of government and community support, flood experience, and flood education in livelihood resilience"
99719,10.15453/0191-5096.3916,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,An examination of the New York State Workers’ Compensation Reform Act of 2007
99720,10.15453/0191-5096.3921,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Applying Sen’s capability approach to understand work and income among poor people in India
99721,10.15453/0191-5096.3920,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Who’s left out: Characteristics of households in economic need not receiving public support
99723,10.15453/0191-5096.3922,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Relationship-based justice for gender responsive specialty courts
99726,10.15453/0191-5096.3906,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,(Un)safe at school: Parents’ work of securing nursing care and coordinating school health support services delivery for children with diabetes in Ontario school
99727,10.15453/0191-5096.3905,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Interrogating the ruling relations of Thailand’s post-tsunami reconstruction: Empirically tracking social relations in the absence of conventional texts
99729,10.15453/0191-5096.3903,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A service disparity for rural youth: The organization of social services across the urban youth centre and its rural branch
99730,10.15453/0191-5096.3900,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Introduction to the special issue: New scholarship in institutional ethnography
99731,10.15453/0191-5096.3907,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Towards an institutional counter-cartography of nurses’ wound work
99732,10.15453/0191-5096.3904,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Categories of exclusion: The transformation of formerly incarcerated women into “able-bodied adults without dependents” in welfare processing
99733,10.15453/0191-5096.3892,2015,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Health status, medicare part d enrollment, and prescription drug use among older adults"
99748,10.15453/0191-5096.3981,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Individual and country-level institutional trust and public attitude to welfare expenditures in 24 transitional countries
99751,10.15453/0191-5096.3968,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Social policy and state capacity in Iran: Health and education policy from 1981-2009
99757,10.15453/0191-5096.3954,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Considering post-crisis stimulus measures: Welfare policy and social inclusion in Brazil
99761,10.15453/0191-5096.3955,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Queensland’s budget austerity and its impact on social welfare: Is the cure worse than the disease?
99765,10.15453/0191-5096.3949,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"The bitter pill: Austerity, debt, and the attack on Europe’s welfare states"
99770,10.15453/0191-5096.3834,2014,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The first faith-based movement: The religious roots of social progressivism in America (1880-1912) in historical perspective
99787,10.15453/0191-5096.3769,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Humans' bonding with their companion dogs: Cardiovascular benefits during and after stress
99789,10.15453/0191-5096.3758,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Redefining social welfare: Connections across species
99792,10.15453/0191-5096.3745,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Welfare reform in the States: Does the percentage of female legislators in state legislatures affect welfare reform policies?
99793,10.15453/0191-5096.3749,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Women's work attitudes, aspirations, and workforce participation before and after relocation from public housing"
99794,10.15453/0191-5096.3763,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Expanding the ecological lens in child welfare practice to include other animals
99795,10.15453/0191-5096.3746,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Social security: Strengthen not dismantle
99797,10.15453/0191-5096.3768,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"""Leads"" to expanded social networks, increased civic engagement and divisions within a community: The role of dogs"
99799,10.15453/0191-5096.3748,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Beyond professional emergencies: Patterns of mistakes in social work and their implications for remediation
99800,10.15453/0191-5096.3750,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Between stonewall and AIDS: Initial efforts to establish Gay and Lesbian social services
99801,10.15453/0191-5096.3732,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"The Masaryks of Czechoslovakia: Contributions in Sociology, Social Welfare and Politics"
99802,10.15453/0191-5096.3714,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Are housing first programs effective? a research note
99804,10.15453/0191-5096.3717,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Health Inequalities and the Welfare State in European Families
99805,10.15453/0191-5096.3730,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A Half-Century of California Poverty
99807,10.15453/0191-5096.3760,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"The impact of companion animals on social capital and community violence: Setting research, policy and program agendas"
99808,10.15453/0191-5096.3765,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Environmental beliefs and concern about animal welfare: Exploring the connections
99809,10.15453/0191-5096.3762,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Children's ideas about the moral standing and social welfare of non-human species
99810,10.15453/0191-5096.3718,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Perceived discrimination and subjective well-being among rural-to-urban migrants in China
99811,10.15453/0191-5096.3715,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Phenomenology and HBSE: Making the connection
99812,10.15453/0191-5096.3733,2013,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Sweden's Parental Leave Insurance: A Policy Analysis of Strategies to Increase Gender Equality
99830,10.15453/0191-5096.3688,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Patterns of residential mobility of people with schizophrenia: Multi-level tests of downward geographic drift
99832,10.15453/0191-5096.3664,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Patterns and predictors of debt: A panel study, 1985-2008"
99833,10.15453/0191-5096.3687,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Employee benefits and policies: Do they make a difference for work/family conflict?
99839,10.15453/0191-5096.3681,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,The feminization of social welfare: Implications of cultural tradition vis-à-vis male victims of domestic violence
99840,10.15453/0191-5096.3683,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Competency and voters with psychiatric disabilities: Considerations for social workers
99841,10.15453/0191-5096.3704,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Social ties, social support, and collective efficacy among families from public housing in Chicago and Baltimore"
99842,10.15453/0191-5096.3684,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,"Zones of exclusion: Urban spatial policies, social justice, and social services"
99844,10.15453/0191-5096.3682,2012,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,A social justice perspective on medicare part d in an age of reform: Critical implications of trends in health care policy and advocacy
99881,10.15453/0191-5096.3609,2011,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Net worth accumulation by different quintiles of older adults approaching retirement age and 10 years later
99889,10.15453/0191-5096.3544,2010,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Volunteer patterns of mid-and later life American couples
99890,10.15453/0191-5096.3545,2010,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Bringing the organization back in: The role of bureaucratic churning in early TANF caseload declines in Illinois
99891,10.15453/0191-5096.3516,2010,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Skew selection theory applied to the wealth and welfare of nations
99892,10.15453/0191-5096.3565,2010,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Progressive housing policy in the 21st century: A contrarian view
99897,10.15453/0191-5096.3558,2010,prefix:10.15453,The Journal of Sociology &amp; Social Welfare,0191-5096,True,True,True,True,Introduction to the special issue: Homelessness in Canada
