record_id,doi,year,crossref_container,crossref_issn,title_similarity,issn_is_affilia,container_is_affilia,prefix_is_sage,not_social_work_issn,year_agrees,title
96303,10.1177/0886109918778073,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“You Look Fine!”: Ableist Experiences by People With Invisible Disabilities
96304,10.1177/0886109918778057,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Same-Sex Family Networks and Groups: Meanings and Functions
96305,10.1177/0886109918762492,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Toxic Masculinity and Mental Health in Young Women: An Analysis of 13 Reasons Why
96306,10.1177/0886109918762518,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Settler Feminism, Race Making, and Early Social Work in Canada"
96307,10.1177/0886109918786141,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feeding the Scyborgs in Social Work: Enduring Commitments That Sustain
96308,10.1177/0886109918762563,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Coping Strategies of Economically Destitute Women Who Acquired HIV Through Paid Blood and Plasma Collections in Rural China
96309,10.1177/0886109917747615,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Diversity, Pay Equity, and Pay in Social Work and Other Professions"
96310,10.1177/0886109918766620,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Centering Subjectivities: Theoretical Considerations for Practice With Women in Forced Migration
96311,10.1177/0886109917747633,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Xicanisma/o and Education: Counter Storytelling and Narratives to Inform Latina/o Student Success
96312,10.1177/0886109918762570,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Engaging in Indigenous CBPR Within Academia: A Critical Narrative
96313,10.1177/0886109917738744,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Effect of Different Forms of Violence on Women’s Attitudes Toward Gender Equality and Decision-Making Capacity
96314,10.1177/0886109917738745,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Latina Immigrants’ Cultural Beliefs About Postpartum Depression
96315,10.1177/0886109917753835,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Pregnancy, Motherhood, and Academic Career Goals: Doctoral Students’ Perspectives"
96316,10.1177/0886109917738067,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Strategically Stealthy: Women’s Agency in Navigating Spousal Violence
96317,10.1177/0886109917743447,2018,Affilia,"0886-1099,1552-3020",0.75,True,True,True,True,True,Correction Notice: Women’s Issues for a New Generation: A Social Work Perspective
96318,10.1177/0886109917729667,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Exploring Indian Surrogates’ Perceptions of the Ban on International Surrogacy
96319,10.1177/0886109917721141,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Using Prosopography to Raise the Voices of Those Erased in Social Work History
96320,10.1177/0886109917750961,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Social Work, Feminism, and Prison Abolition"
96321,10.1177/0886109917729664,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Between the Academy and Queerness: Microaggressions in Social Work Education
96322,10.1177/0886109917730042,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Radical Visions, Structural Constraints: Challenges to Anti-Oppressive Practice in Feminist Organizations"
96323,10.1177/0886109917729665,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“Becoming a Better Man”: Narrating Masculinities After Childhood Emotional Abuse
96324,10.1177/0886109917734497,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Gender, Free Will, and Woman-to-Woman Sexual Assault in Service Provider Discourses"
96325,10.1177/0886109917716104,2018,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Empowerment in a Bureaucracy? Survivors’ Perceptions of Domestic Violence Shelter Policies and Practices
96326,10.1177/0886109917718230,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,From Movement to Mainstream: A Battered Women’s Shelter Evolves (1976–2017)
96327,10.1177/0886109917713975,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Gender, Race, Class, and Health: Interrogating the Intersection of Substance Abuse and HIV Through a Cultural Lens"
96328,10.1177/0886109917738311,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist Social Work and Political Engagement: Working Toward Social Justice Through Local Policy
96329,10.1177/0886109917712585,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The (Dys)Functionality of Girls’ and Young Women’s Violence
96330,10.1177/0886109917718326,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Renunciation, Feminism, and Social Service: Hindu Women in Religious Orders"
96331,10.1177/0886109917721140,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“Allow Me to Speak”: Stories of Courage Among Immigrant Latina Survivors of Intimate Partner Violence
96332,10.1177/0886109917713292,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Whither Compassion?
96333,10.1177/0886109917716230,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Can an Academic Journal Promote Radical Scholarship?
96334,10.1177/0886109917692373,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Knowledge Hierarchy of Social Work and Gender Studies in Spain
96335,10.1177/0886109917704935,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Year of Bad Choices: The Postfeminist “Restorying” of Teen Dating Violence in Young Adult Literature
96336,10.1177/0886109917704936,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Victim Motivations for Disclosing Unwanted Sexual Experiences and Partner Abuse
96337,10.1177/0886109917715243,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,African Caribbean Migration: A Better Life
96338,10.1177/0886109917706338,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Intimate Partner Violence and Disasters: A Framework for Empowering Women Experiencing Violence in Disaster Settings
96339,10.1177/0886109916689784,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Power of Money in Gender Relations From a Chilean Mining Culture
96340,10.1177/0886109916678028,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,What’s the Story? Views of Pregnant Teens in Qualitative Research
96341,10.1177/0886109916678029,2017,Affilia,"0886-1099,1552-3020",0.987,True,True,True,True,True,"Keeping Them Out, Letting You In: Fighting Academons Through Critical Queer Reflexivity, Performative Poetics, and Uncovering a Scholar of Color Identity"
96342,10.1177/0886109916654733,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Pregnancy Discrimination and the Law: Implications for Social Work
96343,10.1177/0886109916689785,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,School Sabotage as a Form of Intimate Partner Violence: Provider Perspectives
96344,10.1177/0886109917701677,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,No Longer Welcome: Migration Policy and Challenges for Social Work
96345,10.1177/0886109916685800,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Don’t Fight Like a Girl: Veteran Preferences Based on Combat Exposure and Gender
96346,10.1177/0886109916686271,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminism in These Dangerous Times
96347,10.1177/0886109916647766,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Women Social Workers: A Road Map to Gender Equity
96348,10.1177/0886109916678027,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Democratizing Caring Labor: The Promise of Community-Based, Worker-Owned Childcare Cooperatives"
96349,10.1177/0886109916644644,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Campus Based Sexual Assault and Dating Violence: A Review of Study Contexts and Participants
96350,10.1177/0886109916681390,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Social Work Challenges in the Second Decade of the 21st Century: Against the Bias
96351,10.1177/0886109916679750,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,On Womyn-torship
96352,10.1177/0886109916686572,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Introduction to Series on the Geography of Care for the on-the-bias column
96353,10.1177/0886109916685801,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Refugees, Islamophobia, and Ayaan Hirsi Ali: Challenging Social Work Co-Option"
96354,10.1177/0886109916679862,2017,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Reformulating the Use of Battered Woman Syndrome Testimonies in Canadian Law: Implications for Social Work Practice
96355,10.1177/0886109916657135,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Migrant Women’s Social Support in a Metropolis of China
96356,10.1177/0886109916644643,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Sexual Harassment in Social Work Field Placements: Prevalence and Characteristics
96357,10.1177/0886109916668965,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Learning, Doing, Thinking, Writing, and Loving as Feminists About Feminisms"
96358,10.1177/0886109916630581,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Motherhood in Liminal Spaces: White Mothers’ Parenting Black/White Children
96359,10.1177/0886109915578730,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Integration of Micro and Macro Practice: A Qualitative Study of Clinical Social Workers’ Practice With Domestic Violence Survivors
96360,10.1177/0886109915611814,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Vivian Carter Mason and Interracial Cooperation During the Massive Resistance Era in Virginia
96361,10.1177/0886109916658583,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Geography of Care: Syrian Refugees and the Welfare State
96362,10.1177/0886109915622527,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Cumulative Disadvantage: Effects of Early Career Childcare Issues on Faculty Research Travel
96363,10.1177/0886109915626216,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Pro Bono Psychotherapy With Survivors of Intimate Partner Violence
96364,10.1177/0886109915586828,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Complexities of Negotiating Power When Re-Constructing Stories About Lone Mothers
96365,10.1177/0886109916643871,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"The Braid That Binds Us: The Impact of Neoliberalism, Criminalization, and Professionalization on Domestic Violence Work"
96366,10.1177/0886109915608220,2016,Affilia,"0886-1099,1552-3020",0.97,True,True,True,True,True,"Sí, Yo Puedo Curricula: Latinas Examining Domestic Violence and Self"
96367,10.1177/0886109915574580,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"“It’s an Ethical, Moral and Professional Dilemma I Think”: Domestic Violence Workers’ Understandings of Women’s Use of Violence in Relationships"
96368,10.1177/0886109915595840,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,African Women Refugee Resettlement: A Womanist Analysis
96369,10.1177/0886109915586827,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Personal Is Professional: Caseworker-Mothers’ Experiences in Child Welfare
96370,10.1177/0886109915592668,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Social Justice Advocacy in the Belly of the Beast: An Illustration of Policy Change for Social Work
96371,10.1177/0886109915608219,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"The Face of a Mother Deprived of Liberty: Imprisonment, Guilt, and Stigma in the Norte Grande, Chile"
96372,10.1177/0886109915626028,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Complacency, Violence, and Gender: On Being Female"
96373,10.1177/0886109915574577,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,WAND: An Activity Program for Women in a Rooming House
96374,10.1177/0886109915612512,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist Mentoring and Relational Cultural Theory: A Case Example and Implications
96375,10.1177/0886109915581702,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Beyond Recidivism: How Formerly Incarcerated Women Define Success
96376,10.1177/0886109915576519,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gendered Intersubjectivities in Narratives of Recovery From an Eating Disorder
96377,10.1177/0886109915616437,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Sex Slavery and Sex Trafficking of Women in the United States: Historical and Contemporary Parallels, Policies, and Perspectives in Social Work"
96378,10.1177/0886109915583545,2016,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Lifting: Black Feminist Leadership in the Fight Against HIV/AIDS
96379,10.1177/0886109915570925,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Mothering and Domestic Violence: Situating Maternal Protectiveness in Gender
96380,10.1177/0886109914560741,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“Don’t Be Trying to Box Folks In”: Older Women’s Sexuality
96381,10.1177/0886109915610269,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"The Affordable Care Act: The Good, the Bad and the Ugly"
96382,10.1177/0886109915574578,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"The Second Coming: Faith-Based Organizations, Public Services, and Policy"
96383,10.1177/0886109915583546,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“A Curious Inconsistency”: The Discourse of Social Work on the 1922 Married Women’s Independent Nationality Act and the Intersecting Dynamics of Race and Gender in the Laws of Immi
96384,10.1177/0886109915572845,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Understanding Community Resilience Through the Accounts of Women Living in West Bank Refugee Camps
96385,10.1177/0886109915570926,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,In Search of Women of Color in the Social Work Journal Literature (1998–2007)
96386,10.1177/0886109915572846,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Casa Rut: A Multilevel Analysis of a “Good Practice” in the Social Assistance of Sexually Trafficked Nigerian Women
96387,10.1177/0886109915595190,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Enacting and Sustaining Trauma and Violence Through Policy Enforcement: Family Immigration Detention
96388,10.1177/0886109914563157,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Hoping, Empowering, Strengthening: Theories Used in Intimate Partner Violence Advocacy"
96389,10.1177/0886109914560742,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Teaching From Privilege: Reflections From White Female Instructors
96390,10.1177/0886109914541118,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Economic Abuse and Later Material Hardship: Is Depression a Mediator?
96391,10.1177/0886109914563156,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Christian Women’s Experiences of Domestic Violence in Zimbabwe
96392,10.1177/0886109915572843,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Salary Inequity in Social Work: A Review of the Knowledge and Call to Action
96393,10.1177/0886109915580346,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,“Don’t Take the Social Out of Social Work”: The Social Work Career of Bessie Touzel (1904–1997)
96394,10.1177/0886109915572844,2015,Affilia,"0886-1099,1552-3020",0.979,True,True,True,True,True,"Criminal, Victim, or Ally? Examining the Role of Sex Workers in Addressing Minor Sex Trafficking"
96395,10.1177/0886109914555215,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Indigenous Women’s Resilience and Resistance to Historical Oppression: A Case Example From The United States
96396,10.1177/0886109914541116,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Temporal Experience Among Women Gynecological Cancer Survivors: A Lifeworld Perspective
96397,10.1177/0886109914541115,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender and Social Workers’ Political Activity
96398,10.1177/0886109914541117,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Adolescent Street Harassment in Querétaro, Mexico"
96399,10.1177/0886109914546126,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Young Arab Muslim Women’s Agency Challenging Western Feminism
96400,10.1177/0886109914555218,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Resurrecting Nannie Minor and Orie Hatcher: Emergence of Professional Social Work Education in One Southern City
96401,10.1177/0886109914551356,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Black Feminisms: Renewing Sacred Healing Spaces
96402,10.1177/0886109914555216,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Pedestal or Gutter: Exploring Ambivalent Sexism’s Relationship With Abortion Attitudes
96403,10.1177/0886109914531957,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Qualitative Study of Black Women’s Experiences in Drug Abuse and Mental Health Services
96404,10.1177/0886109914562298,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Old Turf New Battles: Feminism, Legislation, and the Body"
96405,10.1177/0886109914544719,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Childhood Abuse and Postpartum Psychosis: Is There a Link?
96406,10.1177/0886109914549232,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Challenging Dominant Discourses on Abortion From a Radical Feminist Standpoint
96407,10.1177/0886109914544717,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Voice and Community in the Corporate Academy: A Collective Biography
96408,10.1177/0886109914531956,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Societal and Social Service Experiences of Unwed Korean Mothers Who Rear Their Children
96409,10.1177/0886109914546127,2015,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Importance of Place in the Life and Career of a Social Work Pioneer: Insights From Interviews With Hortense King McClinton
96410,10.1177/0886109914522628,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Exploring the Challenges Faced by Latinas Experiencing Intimate Partner Violence
96411,10.1177/0886109914528699,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Inheritance in Kenya: The Intersectionality of HIV Serostatus, Poverty, and Gender"
96412,10.1177/0886109914552386,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"A Corrido for Ann Weick: Remembering a Feminist Academic, Activist, and an Agent of Change"
96413,10.1177/0886109913519789,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Impacts of Gender Differences in Social Capital on Microenterprise Business Start-Up
96414,10.1177/0886109914522625,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Affected or Detached? Gendered Emotional Reactions to School Shootings
96415,10.1177/0886109914541272,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist Social Work: An Indian Lens
96416,10.1177/0886109914528700,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Social Services Fatigue in Domestic Violence Service Provision Facilities
96417,10.1177/0886109913509541,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"""The Blessing"" in the Lives of Three Generations of Bedouin Women"
96418,10.1177/0886109913517162,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Elite Knowledge or the Reproduction of the Knowledge of Privilege: Social Work Doctoral Education
96419,10.1177/0886109913510764,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Un Grito: For Increased Latin@ Content and a Transformed Social Work Curriculum
96420,10.1177/0886109913509544,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Workplace Violence Experiences of Homeless Women and Women Residing in Battered Women Shelters
96421,10.1177/0886109913510088,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Vicarious Resilience: A Multilayered Model of Stress and Trauma
96422,10.1177/0886109913510660,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Renaming, Reclaiming, Renewing the Self: Intersections of Gender, Identity, and Health Care"
96423,10.1177/0886109913509539,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Permission to be Authentic: An Intervention for Postpartum Women
96424,10.1177/0886109913509545,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Who Is The Help? Use of Film to Explore Diversity
96425,10.1177/0886109913509542,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Sexual Identity, Gender Identity, and a Christian Upbringing: Comparing Two Studies"
96426,10.1177/0886109913510659,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Intersectionality as a Useful Tool: Anti-Oppressive Social Work and Critical Reflection
96427,10.1177/0886109913516451,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Conceptualizing Social Determinants of Maternal and Infant Health Disparities
96428,10.1177/0886109914522630,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Transforming stories and teachings into social work pedagogies
96429,10.1177/0886109913516450,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"""Flying"" Female Sex Workers Perceptions of HIV Risk and NGOs Sexual Health Outreach Projects: A Case Study of HIV Prevention in Kolkata, India"
96430,10.1177/0886109914522624,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Empowering families in difficult times: The women’s economic stability initiative
96431,10.1177/0886109913516457,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Exploring Epistemic Injustice Through Feminist Social Work Research
96432,10.1177/0886109913516454,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Healing through movement: The benefits of belly dance for gendered victimization
96433,10.1177/0886109913519791,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Abortion and domestic violence: Women’s decision-making process
