record_id,doi,year,signal,crossref_container,crossref_issn,issn_is_target,not_source_issn,container_is_target,signal_ok,title
97125,10.1111/aswp.12272,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,An analysis on basic income: Evidence using data from experimental projects throughout the world
97126,10.1111/aswp.12281,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Present and prospective health status of older adults in the Philippines: The role of education
97127,10.1111/aswp.12276,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Economic and social inclusion of person with disability and transgender through skills development program of BRAC: A qualitative study
97128,10.1111/aswp.12273,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Child well-being in the context of family harmony: Parental marital relationship as mediator and parent–child attachment style as moderator
97129,10.1111/aswp.12267,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Examining the relationship between religiosity and happiness in Medan, Indonesia: The mediating role of self-control, self-regulation, and life satisfaction"
97130,10.1111/aswp.12261,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social assistance programs during the COVID-19 pandemic in Bangladesh: Does faith-based approach matters?
97131,10.1111/aswp.12278,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social harmony and community wellbeing
97132,10.1111/aswp.12274,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,International students' experiences of living temporarily abroad: Sense of belonging toward community well-being
97133,10.1111/aswp.12265,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"The challenges and coping strategies of single mothers caring for children with special needs: Experiences from Kashmir, India"
97134,10.1111/aswp.12270,2023,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social behavior practices for child protection and well-being among low-income urban households in Bangladesh
97135,10.1111/aswp.12266,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Exploring the self-care practices of social workers in China under the COVID-19 pandemic
97136,10.1111/aswp.12268,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Unpaid care work among women in South Asia: A systematic review
97137,10.1111/aswp.12264,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Intersections of caste, class, and gender in healthcare sanitation work in India: Social work imperatives for restructuring marginalized women's care work"
97138,10.1111/aswp.12260,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Pro-work reforms to the settlement support system and the economic adjustment of recipients: Evidence from South Korea
97139,10.1111/aswp.12263,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Association of childhood maltreatment with subsequent dating violence: An analysis of revictimization among the Korean population
97140,10.1111/aswp.12269,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"A longitudinal study on the stability and causal relationships between disability acceptance, self-efficacy, and interpersonal ability among Koreans with disabi"
97141,10.1111/aswp.12262,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,“Neither it had social work components nor experiential”: Students' perspectives of online fieldwork practice during COVID-19 in India
97142,10.1111/aswp.12250,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,“We'll starve to death”: The consequences of COVID-19 over the lives of poor people with disabilities in rural Nepal
97143,10.1111/aswp.12257,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"In search of better life: Construction migrants struggle for livelihood in urban Udupi District of Karnataka, India"
97144,10.1111/aswp.12258,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Volunteering and psychological wellbeing in college students in China
97145,10.1111/aswp.12254,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Bioecological determinants of malnutrition in underprivileged children in India
97146,10.1111/aswp.12256,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Association of ICT utilization level and life satisfaction of people with disabilities: Focus on differences in disability type
97147,10.1111/aswp.12255,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,From state partnership to social entrepreneurship: A top-down approach to social enterprise in China
97148,10.1111/aswp.12252,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,An exploration of building up the quality of parent-child relationship in residential childcare in Macao
97149,10.1111/aswp.12251,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Interventions and development strategies towards intensive social support among the participants of activity center for older adults in Malaysia
97150,10.1111/aswp.12253,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Poverty, noncommunicable diseases, and perceived health risks among older adults during the COVID-19 pandemic in urban Thailand"
97151,10.1111/aswp.12259,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Relationships between objective and subjective socioeconomic status and physical health among adolescents in South Korea
97152,10.1111/aswp.12247,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Acculturation trajectories of South Korean multicultural adolescents and their immigrant mothers and its association with adolescent adjustments
97153,10.1111/aswp.12246,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Do complexity and ambiguity affect people's intent to apply for public assistance?
97154,10.1111/aswp.12245,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Obstacles to regulating the private sector: The case of Korean long-term care
97155,10.1111/aswp.12249,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Disadvantage, discrimination, and despair: Parental experiences of caring for children with disability in Bangladesh"
97156,10.1111/aswp.12244,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The myth of organization autonomy: Social workers’ salary under the lump sum grant subvention system in Hong Kong
97157,10.1111/aswp.12243,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Unpacking the complexities of child well-being in Southeast Asia: Insights for social policy
97158,10.1111/aswp.12248,2022,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social capital and structural disadvantages: A case of Community-Driven Development program in Afghanistan
97159,10.1111/aswp.12236,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Vulnerabilities of the Rural Poor in India during pandemic COVID-19: Social Work perspective for designing sustainable emergency response
97160,10.1111/aswp.12242,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Is it possible to improve social workers’ program planning capability through organizational learning strategy?
97161,10.1111/aswp.12235,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Exploring the formation of social entrepreneurship from an ecological perspective: Evidence from South Korea
97162,10.1111/aswp.12234,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Childhood traumatic experiences and peer bullying victimization among Korean adolescents in out-of-home care: The mediating effect of aggression
97163,10.1111/aswp.12233,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Revisiting the Singaporean values to welfare as foundational ideas of Central Provident Fund development
97164,10.1111/aswp.12238,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,An exploration of the current challenges in social work education in Mainland China
97165,10.1111/aswp.12237,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Resilience and stress in frontline social workers during the COVID-19 pandemic in Singapore
97166,10.1111/aswp.12240,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Women, work and pandemic: An impact study of COVID-19 lockdown on working women in India"
97167,10.1111/aswp.12239,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Life after Leaving Institutional Care: Independent Living Experience of Orphan Care Leavers of Mumbai, India"
97168,10.1111/aswp.12241,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Response to COVID-19 in social welfare facilities and the psychological state of social workers in South Korea: The mediating role of satisfaction with governme
97169,10.1111/aswp.12227,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Psychosocial stress and trauma during the COVID-19 pandemic: Evidence from Bangladesh
97170,10.1111/aswp.12225,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Exploring subjective experiences of international social workers in Asia: Content analysis of Japanese field reports
97171,10.1111/aswp.12223,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Mental health at the intersections of marginalization: A conceptual model to explore the mental health concerns of women sanitation workers in India
97172,10.1111/aswp.12228,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social innovation participatory action research for empowerment of marginalized people
97173,10.1111/aswp.12229,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The effect of deprivation on depression across different age groups in Korea
97174,10.1111/aswp.12222,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The association of childhood polyvictimization with physical and mental health status in early adulthood
97175,10.1111/aswp.12224,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Evaluation of CPI-based co-parenting education programs in Hong Kong: Implications for social work
97176,10.1111/aswp.12226,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Barriers to employment as experienced by disabled university graduates in Yogyakarta, Indonesia"
97177,10.1111/aswp.12214,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Suicide prevention in Bangladesh: The current state and the way forward
97178,10.1111/aswp.12216,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,An exploratory study of basic income fidelity index
97179,10.1111/aswp.12217,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,When and Where Global meets Local: A multilevel analysis of determinants of social trust in the Emirate of Abu Dhabi
97180,10.1111/aswp.12219,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Local perspective and practical knowledge: Social work practice research on chronic diseases of the nomadic area in China
97181,10.1111/aswp.12218,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Capturing gendered aspects of active aging in China: Insights drawn from the Active Aging Index in comparison with EU countries
97182,10.1111/aswp.12220,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Multiculturalism and social cohesion: A Japanese community’s perceptions of “being Australian”
97183,10.1111/aswp.12221,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,COVID-19 and social work practice for older adults in China
97184,10.1111/aswp.12215,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Factors associated with the preventive healthcare service use among older adults in Korea: Focusing on age variation
97185,10.1111/aswp.12213,2021,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Voluntary social insurance for Vietnamese laborers in the informal economic sector
97186,10.1111/aswp.12204,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Philanthropic zakat for the disadvantaged: Recipient perspectives from Indonesia
97187,10.1111/aswp.12205,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Trust and well-being: Evidence from Indonesia
97188,10.1111/aswp.12212,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"The nexus between zakat and poverty reduction, is the effective utilization of zakat necessary for achieving SDGs: A multidimensional poverty index approach"
97189,10.1111/aswp.12211,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Effects of negative adoptee experiences and mediation of attitudes toward adoption on life satisfaction among international adoptees from South Korea
97190,10.1111/aswp.12207,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Developing an instrument to assess cancer patient preparedness for transition to survivorship care in Korea
97191,10.1111/aswp.12206,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The condition of asset poverty of the elderly In South Korea
97192,10.1111/aswp.12203,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"A study on health and hygiene needs, strategies, and well-being of an Aeta indigenous community in the Philippines through photovoice methods"
97193,10.1111/aswp.12208,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Longitudinal reciprocal relationships between self-esteem, family support, and life satisfaction in Korean multicultural adolescents"
97194,10.1111/aswp.12210,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Welfare and immigration regimes: A fuzzy set ideal type analysis of immigrants’ social rights and responsibilities in 27 OECD countries
97195,10.1111/aswp.12209,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Agentic values, generational contract, and elderly provisions in Taiwan and Hong Kong"
97196,10.1111/aswp.12198,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Postpartum depression and its correlates in middle-class women in Hunan, China"
97197,10.1111/aswp.12196,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The effects of autonomy support and psychological capital on readiness for independent living through personal growth initiative among youth in out-of-home care
97198,10.1111/aswp.12197,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The study of scientific map and thematic structure of social work
97199,10.1111/aswp.12195,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Changing paradigms in measuring national well-being: How does Korea rank “beyond GDP”?
97200,10.1111/aswp.12194,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,A qualitative case study of a Korean former addict’s existential self-interpretation and identity transformation
97201,10.1111/aswp.12188,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,What makes hybrid insourcing successful: A new public–private partnership model for social welfare services
97202,10.1111/aswp.12187,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Impact of older adults' mobility and social participation on life satisfaction in South Korea
97203,10.1111/aswp.12191,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The effect of information system utilization and education and training on organizational innovation in public social welfare officers: Focused on the moderatin
97204,10.1111/aswp.12192,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Presenting a new defamilization and familization framework for investigating the residualization of old-age income security measures—The case study of Hong Kong
97205,10.1111/aswp.12190,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Social investment effects of public education, health care, and welfare service expenditures on economic growth"
97206,10.1111/aswp.12189,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Does vegetation matter for the criminal behavior among people with serious mental illness?
97207,10.1111/aswp.12193,2020,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Social participation, health-related behavior, and depression of older adults living alone in Korea"
97208,10.1111/aswp.12175,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Examining the link between democracy, social policy, and inclusive development in South-East Asia"
97209,10.1111/aswp.12180,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Length of inpatient stays and associated factors among middle-aged and older adults in Korea
97210,10.1111/aswp.12182,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Childcare policies and services in Hong Kong after the handover: Beyond a feminist critique
97211,10.1111/aswp.12184,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Impacts of USAID and development assistance toward counterterrorism efforts: Empirical evidence in context of Pakistan
97212,10.1111/aswp.12174,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"The Associations between income, informal social networks, and health among older adults in South Korea: A multi-group analysis based on the level of age-friend"
97213,10.1111/aswp.12178,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Relationships among financial satisfaction, life satisfaction, and political action: A comparative study of the United States and South Korea"
97214,10.1111/aswp.12179,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Academic performance and peer relations among rural-to-urban migrant children in Beijing: Do social identity and self-efficacy matter?
97215,10.1111/aswp.12183,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Why spouses depress each other: A cross-national study to test the shared resource hypothesis in depressive symptom concordance within older adult couples
97216,10.1111/aswp.12185,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,What determines the sustainability of community-based palliative care operations? Perspectives of the social work professionals
97217,10.1111/aswp.12176,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Effects of mediator competence and mediation process on user satisfaction with child custody, finances, and property outcomes"
97218,10.1111/aswp.12181,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Risk factors for child maltreatment in South Korea: An investigation of a nationally representative sample
97219,10.1111/aswp.12170,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The determinants of income mobility of older people in England and South Korea
97220,10.1111/aswp.12165,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Examining family and school factors as predictors of delinquency: A study of juvenile offenders, at-risk students, and low-risk students in Malaysia"
97221,10.1111/aswp.12163,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Disaster preparedness among households in the Badakhshan Province in Afghanistan: A baseline evaluation study
97222,10.1111/aswp.12166,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,A phenomenological case study on immigrant workers' gambling addiction in Korea
97223,10.1111/aswp.12169,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Social enterprise and sustainable development in Bangladesh and Korea: Opportunities and challenges
97224,10.1111/aswp.12164,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Comfort with discussions about death, religiosity, and attitudes about end-of-life care"
97225,10.1111/aswp.12168,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Deregulation, workplace, and women: Nurses in private health care in India"
97226,10.1111/aswp.12167,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Challenges and Dilemmas of Civil Society movements in India
97227,10.1111/aswp.12153,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Generational conflict and provisions for the elderly in Hong Kong: The relevance of position-based interest and values
97228,10.1111/aswp.12156,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Healthcare decommodification in decentralization context: Reviewing the ideational constructions of “classless hospital policy” initiatives in Kulon Progo Regen
97229,10.1111/aswp.12152,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Household empowerment as the key to eradicate poverty incidence
97230,10.1111/aswp.12154,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Reliability and validity of the short-version instrument to measure health promotion for Korean cancer survivors
97231,10.1111/aswp.12155,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Comparison on predictors of mental health service use among Asian older adults
97232,10.1111/aswp.12157,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Two-dimensional mental health and related predictors among adolescents in Korea
97233,10.1111/aswp.12160,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Factors influencing resubstantiation of child neglect in South Korea: A comparison with other maltreatment cases
97234,10.1111/aswp.12159,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Active Ageing Index in Korea – Comparison with China and EU countries
97235,10.1111/aswp.12158,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Are Conditional Cash Transfer programs for women? Engendering the Philippine Pantawid
97236,10.1111/aswp.12161,2019,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Turnover intention predictors among social workers in China
97237,10.1111/aswp.12146,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,How long is the queuing for public childcare facilities in Korea? An empirical analysis of Korean households' childcare mode choice with the limited availabilit
97238,10.1111/aswp.12150,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Retesting the income inequality hypothesis: Pooled time-series–cross-section regression with a new statistical case selection method
97239,10.1111/aswp.12147,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Civil society organizations and participatory local governance in Pakistan: An exploratory study
97240,10.1111/aswp.12148,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,School-to-work transition in South Korean young adults: Stratified or Individualized?
97241,10.1111/aswp.12145,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Parental status and psychological distress among older Thais
97242,10.1111/aswp.12149,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Parental self-esteem, parent–child relationships, and authoritative parenting of Chinese migrant parents of left-behind children: Implications for social policy"
97243,10.1111/aswp.12151,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Social service purchasing in China: Rationale, features, and risks"
97244,10.1111/aswp.12143,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Mental health in postgraduate social work curriculum: Review of training contents in Indian schools of social work
97245,10.1111/aswp.12142,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Exploring perceptions of mental health clients and professionals about Buddhism-based therapies at mental health hospitals in Vietnam
97246,10.1111/aswp.12141,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The social work services in screening process of compulsory treatment interventions in addicts in Iran: A content analysis study
97247,10.1111/aswp.12144,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Family-centered kindergarten social work services in Hong Kong: A pilot project
97248,10.1111/aswp.12139,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The contributions of welfare typologies to international social work practices
97249,10.1111/aswp.12140,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Network centrality and performance of social enterprises: Government certified social enterprises in Seoul, South Korea"
97250,10.1111/aswp.12134,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The gap in social care provision for older people in China
97251,10.1111/aswp.12137,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The evolution of family policy in South Korea: From Confucian familism to Neo-familism
97252,10.1111/aswp.12133,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Microcredit for rural poverty alleviation and social well-being: A study of Sabah, Malaysia"
97253,10.1111/aswp.12135,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,The effects of income transfers on poverty reduction in people with disabilities in South Korea
97254,10.1111/aswp.12138,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Better educational inclusion of migrant children in urban schools? Exploring the influences of the population control policy in large Chinese cities
97255,10.1111/aswp.12136,2018,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Identity work of welfare service users in participatory spaces
97256,10.1111/aswp.12127,2017,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Risk and resilience factors for substance use among street adolescents: Assessment and development of an integrative model
97257,10.1111/aswp.12128,2017,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,An investigation of defamilization/familization measures to assist women to save pension income and strengthen the adult worker model—The case of Hong Kong
97258,10.1111/aswp.12125,2017,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,"Does diversity matter? exploring workforce diversity, diversity management, and organizational performance in social enterprises"
97259,10.1111/aswp.12124,2017,prefix:10.1111,Asian Social Work and Policy Review,"1753-1403,1753-1411",True,True,True,True,Understanding the life of Chinese immigrants in Korea: Forgotten people in the land of multiculturalism
