record_id,journal_name,year,current_doi,proposed_doi,tier,method,title_similarity,journal_verdict,journal_basis,author_overlap,title
118230,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1978,10.15453/0191-5096.1978,A,oai_rule,1.0,match,name,1.0,Mental Health Services in India
118231,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1980,10.15453/0191-5096.1980,A,oai_rule,1.0,match,name,1.0,Mental Health Services in Egypt
118232,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1979,10.15453/0191-5096.1979,A,oai_rule,1.0,match,name,1.0,Mental Health Services in Mexico
118233,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1981,10.15453/0191-5096.1981,A,oai_rule,1.0,match,name,1.0,Mental health Policy and Programs in Israel: Trends and Problems of a Developing System
118234,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1983,10.15453/0191-5096.1983,A,oai_rule,1.0,match,name,1.0,Mental Health Services in Japan
118235,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1982,10.15453/0191-5096.1982,A,oai_rule,1.0,match,name,1.0,"Mental Health Services in Hong Kong: History, Modern Development, and Issues"
118236,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1984,10.15453/0191-5096.1984,A,oai_rule,1.0,match,name,1.0,A Cross-Cultural Perspective on Selected Mental Health Systems
118237,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1986,10.15453/0191-5096.1986,A,oai_rule,1.0,match,name,1.0,The Global Economy and the American Welfare State
118238,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1987,10.15453/0191-5096.1987,A,oai_rule,1.0,match,name,1.0,Does Social Security Redistribute Income?: A Tax-Transfer Analysis
118239,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1988,10.15453/0191-5096.1988,A,oai_rule,1.0,match,name,1.0,Social Service Vouchers: Issues for Social Work Practice
118240,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1990,10.15453/0191-5096.1990,A,oai_rule,1.0,match,name,1.0,"War, Peace, and ""the System"": Three Perspectives"
118241,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1989,10.15453/0191-5096.1989,A,oai_rule,1.0,match,name,1.0,Hermeneutics and the Social Sciences: An Evaluation of the Function of Hermeneutics in a Consumer Disability Study
118242,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1991,10.15453/0191-5096.1991,A,oai_rule,1.0,match,name,1.0,Job Satisfaction Among Paraprofessionals in Israel
118243,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1992,10.15453/0191-5096.1992,A,oai_rule,1.0,match,name,1.0,"Asian American Immigrants: A Comparison of the Chinese, Japanese, and Filipinos"
118244,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1994,10.15453/0191-5096.1994,A,oai_rule,1.0,match,name,1.0,Social Support for the Black Elderly: Is There a Link between Informal and Formal Assistance?
118245,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1993,10.15453/0191-5096.1993,A,oai_rule,1.0,match,name,1.0,Occupational Social Work and Multinational Corporations
118246,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1995,10.15453/0191-5096.1995,A,oai_rule,1.0,match,name,1.0,Racial Differences in the Use of Drugs and Alcohol Among Low Income Youth and Young Adults
118247,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1998,10.15453/0191-5096.1998,A,oai_rule,1.0,match,name,1.0,The Place of Science in Social Work
118248,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1997,10.15453/0191-5096.1997,A,oai_rule,1.0,match,name,1.0,Introduction: Social Work and Philosophy
118249,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-1999,10.15453/0191-5096.1999,A,oai_rule,1.0,match,name,1.0,My Paradigm Can Beat Your Paradigm: Some Reflections on Knowledge Conflicts
118250,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2005,10.15453/0191-5096.2005,A,oai_rule,1.0,match,name,1.0,East/West Philosophical Synthesis in Transpersonal Theory
118251,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2003,10.15453/0191-5096.2003,A,oai_rule,1.0,match,name,1.0,Qualitative Research and Social Work Practice: Partners in Discovery
118252,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2000,10.15453/0191-5096.2000,A,oai_rule,1.0,match,name,1.0,Technological Fix: Altering the Consciousness of the Social Work Profession
118253,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2001,10.15453/0191-5096.2001,A,oai_rule,1.0,match,name,1.0,Interpretive Methods for Social Work Practice and Research
118254,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2002,10.15453/0191-5096.2002,A,oai_rule,1.0,match,name,1.0,Meaning and Motivational Complexities of Practice Interventions
118255,The Journal of Sociology & Social Welfare,1991,oai:scholarworks.wmich.edu:jssw-2004,10.15453/0191-5096.2004,A,oai_rule,1.0,match,name,1.0,Rationality in Social Work: A Critical Examination
118256,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2007,10.15453/0191-5096.2007,A,oai_rule,1.0,match,name,1.0,Introduction: American Social Policy and the Reagan Legacy
118257,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2008,10.15453/0191-5096.2008,A,oai_rule,1.0,match,name,1.0,"Society, Social Policy and the Ideology of Reaganism"
118258,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2009,10.15453/0191-5096.2009,A,oai_rule,1.0,match,name,1.0,"Changes in Poverty, Income Inequality and the Standard of Living During the Reagan Years"
118259,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2010,10.15453/0191-5096.2010,A,oai_rule,1.0,match,name,1.0,Income Maintenance Programs and the Reagan Domestic Agenda
118260,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2011,10.15453/0191-5096.2011,A,oai_rule,1.0,match,name,1.0,America's Health Care System: The Reagan Legacy
118261,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2012,10.15453/0191-5096.2012,A,oai_rule,1.0,match,name,1.0,"The Reagan Legacy: Undoing Class, Race and Gender Accords"
118262,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2013,10.15453/0191-5096.2013,A,oai_rule,1.0,match,name,1.0,Unhousing the Urban Poor: The Reagan Legacy
118263,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2014,10.15453/0191-5096.2014,A,oai_rule,1.0,match,name,1.0,The Fall of the Industrial City: The Reagan Legacy for Urban Policy
118264,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2015,10.15453/0191-5096.2015,A,oai_rule,1.0,match,name,1.0,Social Work and the Reagan Era: Challenges to the Profession
118265,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2017,10.15453/0191-5096.2017,A,oai_rule,1.0,match,name,1.0,Organization Development Technologies in Community Development: A Case Study
118266,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2018,10.15453/0191-5096.2018,A,oai_rule,1.0,match,name,1.0,Organization Development and Community Development: True Soulmates or Uneasy Bedfellows?
118267,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2019,10.15453/0191-5096.2019,A,oai_rule,1.0,match,name,1.0,A Response to the Rejoinder by Darlyne Bailey & Pranab Chatterjee
118268,The Journal of Sociology & Social Welfare,1992,oai:scholarworks.wmich.edu:jssw-2021,10.15453/0191-5096.2021,A,oai_rule,1.0,match,name,1.0,"The Battle for Benevolence: Scientific Disciplinary Control vs. ""Indiscriminate Relief"": Lexington Associated Charities and the Salvation Army, 1900 - 1918"
