author_id,name,links,category,suggested
4627,"HUNZEKER, J",1,format_all_caps_legacy,
4628,"IODICE, JD",1,format_all_caps_legacy,
4631,"HUFF, D",1,format_all_caps_legacy,
4634,"CUPAIUOLO, A",1,format_all_caps_legacy,
4635,"KLINGBEIL, KS",1,format_all_caps_legacy,
4638,"GABRIEL, ER",1,format_all_caps_legacy,
4641,"LUCENTE, RL",1,format_all_caps_legacy,
4644,"NIELSON, SK",1,format_all_caps_legacy,
4645,"PARKER, MW",1,format_all_caps_legacy,
4646,"CHYNOWETH, GH",1,format_all_caps_legacy,
4647,"BLANKINSHIP, DA",1,format_all_caps_legacy,
4648,"ZALDO, ER",1,format_all_caps_legacy,
4649,"MATTHEWS, MJ",1,format_all_caps_legacy,
4650,"PENNELL, JT",1,format_all_caps_legacy,
4654,"SHALANSKI, J",1,format_all_caps_legacy,
4660,"STEHNO, S",1,format_all_caps_legacy,
4661,"TALAN, CS",1,format_all_caps_legacy,
4662,"TAYLOR, EH",1,format_all_caps_legacy,
4665,"ZEICHNER, S",1,format_all_caps_legacy,
4670,"GREENWOOD, A",1,format_all_caps_legacy,
4671,"HARRIS, N",1,format_all_caps_legacy,
4674,"JARVIS, G",1,format_all_caps_legacy,
4675,"SUMNER, M",1,format_all_caps_legacy,
4676,"WELCH, GJ",1,format_all_caps_legacy,
4679,"BELLIVEAU, M",1,format_all_caps_legacy,
4680,"BENOKRAITIS, N",1,format_all_caps_legacy,
4681,"BENSIRA, Z",1,format_all_caps_legacy,
4682,"BLACKBURN, J",1,format_all_caps_legacy,
4685,"BOSS, PG",1,format_all_caps_legacy,
4686,"BRAZDA, SS",1,format_all_caps_legacy,
4689,"SCHIEFER, AW",1,format_all_caps_legacy,
4690,"CAMBLIN, L",1,format_all_caps_legacy,
4691,"WEINLAND, L",1,format_all_caps_legacy,
4693,"CONNELLY, JR",1,format_all_caps_legacy,
4694,"POULTON, JL",1,format_all_caps_legacy,
4697,"CHAFETZ, P",1,format_all_caps_legacy,
4698,"WEST, H",1,format_all_caps_legacy,
4699,"EBBS, E",1,format_all_caps_legacy,
4700,"CHARYULU, UVN",1,format_all_caps_legacy,
4702,"CORNETT, CW",1,format_all_caps_legacy,
4703,"HUDSON, RA",1,format_all_caps_legacy,
4705,"COWARD, RT",1,format_all_caps_legacy,
4706,"DAHL, AS",1,format_all_caps_legacy,
4707,"COWGILL, KM",1,format_all_caps_legacy,
4708,"ASMUNDSSON, R",1,format_all_caps_legacy,
4709,"DAVIS, DE",1,format_all_caps_legacy,
4710,"DOBRISH, CM",1,format_all_caps_legacy,
4714,"SANFORD, MJ",1,format_all_caps_legacy,
4716,"FAUST, RG",1,format_all_caps_legacy,
4719,"GOODMAN, S",1,format_all_caps_legacy,
4723,"HELPER, S",1,format_all_caps_legacy,
4724,"HENRY, SD",1,format_all_caps_legacy,
4728,"JUNKER, L",1,format_all_caps_legacy,
4729,"KRAUSS, C",1,format_all_caps_legacy,
4730,"JOHN, M",1,format_all_caps_legacy,
4731,"KAISER, MA",1,format_all_caps_legacy,
4732,"CAMP, HJ",1,format_all_caps_legacy,
4733,"KARANTH, GK",1,format_all_caps_legacy,
4734,"SIVAPRASAD, R",1,format_all_caps_legacy,
4735,"KEIZER, J",1,format_all_caps_legacy,
4738,"KULKARNI, KM",1,format_all_caps_legacy,
4740,"BOWDEN, SW",1,format_all_caps_legacy,
4741,"MOLLEMA, J",1,format_all_caps_legacy,
4744,"LIST, JA",1,format_all_caps_legacy,
4746,"PETT, MA",1,format_all_caps_legacy,
4747,"LYTLEVIEIRA, JE",1,format_all_caps_legacy,
4748,"MACDONALD, R",1,format_all_caps_legacy,
4751,"MCCLINTOCK, JC",1,format_all_caps_legacy,
4752,"PAMILLA, TM",1,format_all_caps_legacy,
4753,"MARYLAND, P",1,format_all_caps_legacy,
4754,"WARD, AL",1,format_all_caps_legacy,
4755,"ZIEGLER, H",1,format_all_caps_legacy,
4757,"MALLOY, J",1,format_all_caps_legacy,
4758,"BOZICH, M",1,format_all_caps_legacy,
4759,"MARTZ, P",1,format_all_caps_legacy,
4762,"NEW, JC",1,format_all_caps_legacy,
4763,"NICARTHY, G",1,format_all_caps_legacy,
4764,"ORTIZ, ET",1,format_all_caps_legacy,
4765,"PANIGRAHI, SC",1,format_all_caps_legacy,
4766,"MENON, GS",1,format_all_caps_legacy,
4767,"JOSHI, V",1,format_all_caps_legacy,
4771,"PRUZINSKY, EW",1,format_all_caps_legacy,
4772,"RIGG, P",1,format_all_caps_legacy,
4773,"KAZEMEK, F",1,format_all_caps_legacy,
4775,"ELLIOTT, J",1,format_all_caps_legacy,
4776,"SAWA, RJ",1,format_all_caps_legacy,
4777,"SANDERS, DS",1,format_all_caps_legacy,
4780,"SHARMA, SK",1,format_all_caps_legacy,
4781,"RYBACK, R",1,format_all_caps_legacy,
4782,"SIMONTON, LJ",1,format_all_caps_legacy,
4784,"STALEY, JC",1,format_all_caps_legacy,
4785,"HATFIELD, AK",1,format_all_caps_legacy,
4786,"STEELE, CI",1,format_all_caps_legacy,
4788,"STRAIN, LA",1,format_all_caps_legacy,
4789,"CHAPPELL, NL",1,format_all_caps_legacy,
4790,"BLANDFORD, AA",1,format_all_caps_legacy,
4791,"TESFAYE, A",1,format_all_caps_legacy,
4793,"GUSTAFSON, JD",1,format_all_caps_legacy,
4795,"VIVVOGEL, N",1,format_all_caps_legacy,
4797,"WALSH, AM",1,format_all_caps_legacy,
4799,"WEIS, DL",1,format_all_caps_legacy,
4800,"WEISSMAN, LA",1,format_all_caps_legacy,
4802,"WOLF, PA",1,format_all_caps_legacy,
4803,"MAST, E",1,format_all_caps_legacy,
4805,"ZEMMELMAN, SE",1,format_all_caps_legacy,
4806,"STEINMAN, SB",1,format_all_caps_legacy,
4807,"KNOBLAUCH, TM",1,format_all_caps_legacy,
4810,"BOTHWELL, M",1,format_all_caps_legacy,
4811,"EISENBERG, C",1,format_all_caps_legacy,
4812,"BROOKS, WK",1,format_all_caps_legacy,
4815,"CLARKE, E",1,format_all_caps_legacy,
4816,"COX, GH",1,format_all_caps_legacy,
4817,"BROGAN, DR",1,format_all_caps_legacy,
4818,"DANDRIDGE, MA",1,format_all_caps_legacy,
4819,"FAERMAN, SR",1,format_all_caps_legacy,
4820,"MCGRATH, MR",1,format_all_caps_legacy,
4828,"DIAMOND, MP",1,format_all_caps_legacy,
4832,"HARTNOLL, M",1,format_all_caps_legacy,
4834,"KIRSH, E",1,format_all_caps_legacy,
4835,"EDELSON, JS",1,format_all_caps_legacy,
4840,"LAYBOURN, A",1,format_all_caps_legacy,
4841,"LOWRY, CF",1,format_all_caps_legacy,
4844,"BLACKMON, B",1,format_all_caps_legacy,
4845,"MILLAR, K",1,format_all_caps_legacy,
4847,"OCONNOR, R",1,format_all_caps_legacy,
4848,"OSTRANDER, SA",1,format_all_caps_legacy,
4849,"PETERSSON, MM",1,format_all_caps_legacy,
4850,"CUSHENMORRO, B",1,format_all_caps_legacy,
4856,"RICHES, P",1,format_all_caps_legacy,
4857,"STRANGE, MK",1,format_all_caps_legacy,
4862,"FLETCHER, J",1,format_all_caps_legacy,
4863,"GAYLER, C",1,format_all_caps_legacy,
4864,"SOKOLSKY, A",1,format_all_caps_legacy,
4866,"WARREN, P",1,format_all_caps_legacy,
4867,"SETTURLUND, D",1,format_all_caps_legacy,
4870,"HUTCHISON, WJ",1,format_all_caps_legacy,
4871,"SEARIGHT, P",1,format_all_caps_legacy,
4874,"DAVIS, MA",1,format_all_caps_legacy,
4875,"LONG, JM",1,format_all_caps_legacy,
4876,"MACHIRAN, NM",1,format_all_caps_legacy,
4877,"BERTELL, BL",1,format_all_caps_legacy,
4878,"MAY, R",1,format_all_caps_legacy,
4879,"MCINTYRE, ELG",1,format_all_caps_legacy,
4880,"OKEEFFE, NK",1,format_all_caps_legacy,
4881,"BROCKOPP, K",1,format_all_caps_legacy,
4882,"CHEW, E",1,format_all_caps_legacy,
4887,"CLIFFORD, W",1,format_all_caps_legacy,
4890,"GHORPADE, MB",1,format_all_caps_legacy,
4891,"LAHARIA, SN",1,format_all_caps_legacy,
4892,"TALUKDAR, RK",1,format_all_caps_legacy,
4894,"MASON, R",1,format_all_caps_legacy,
4896,"AMBROISE, R",1,format_all_caps_legacy,
4897,"AMBROISE, Y",1,format_all_caps_legacy,
4899,"SHARMA, U",1,format_all_caps_legacy,
4903,"SINGH, CBP",1,format_all_caps_legacy,
4906,"SINGH, T",1,format_all_caps_legacy,
4909,"VISHWANATH, LS",1,format_all_caps_legacy,
4915,"BERKUN, CS",1,format_all_caps_legacy,
4917,"BERMAN, LC",1,format_all_caps_legacy,
4920,"BOYER, PA",1,format_all_caps_legacy,
4923,"CAMASSO, AE",1,format_all_caps_legacy,
4925,"STARRETT, R",1,format_all_caps_legacy,
4926,"REDHORSE, J",1,format_all_caps_legacy,
4929,"LAMONT, A",1,format_all_caps_legacy,
4930,"HOLLANDER, R",1,format_all_caps_legacy,
4935,"RATNER, M",1,format_all_caps_legacy,
4937,"LIGHT, DW",1,format_all_caps_legacy,
4939,"MAURER, S",1,format_all_caps_legacy,
4941,"MORRIS, W",1,format_all_caps_legacy,
4942,"NUEHRING, EM",1,format_all_caps_legacy,
4943,"PASCONE, AB",1,format_all_caps_legacy,
4946,"BAKER, K",1,format_all_caps_legacy,
4947,"PETERSON, TL",1,format_all_caps_legacy,
4949,"POTUCHEK, JL",1,format_all_caps_legacy,
4950,"PYLE, KS",1,format_all_caps_legacy,
4959,"SLATER, MA",1,format_all_caps_legacy,
4965,"TURNER, SF",1,format_all_caps_legacy,
4967,"VANGHELUWE, B",1,format_all_caps_legacy,
4968,"BARBER, JK",1,format_all_caps_legacy,
4970,"VIOLA, J",1,format_all_caps_legacy,
4972,"BARACLOUGH, J",1,format_all_caps_legacy,
4973,"LAWSON, B",1,format_all_caps_legacy,
4975,"KATS, R",1,format_all_caps_legacy,
4976,"SHARLIN, S",1,format_all_caps_legacy,
4979,"DORNAN, DH",1,format_all_caps_legacy,
4980,"ALLEGRANTE, JP",1,format_all_caps_legacy,
4982,"DINESH, BM",1,format_all_caps_legacy,
4983,"RAYAPPA, PH",1,format_all_caps_legacy,
4989,"MOHANTY, A",1,format_all_caps_legacy,
4990,"HAZARY, N",1,format_all_caps_legacy,
4991,"OJHA, JM",1,format_all_caps_legacy,
4993,"RABIN, J",1,format_all_caps_legacy,
4996,"SAPRU, RK",1,format_all_caps_legacy,
4999,"SOMEN, KS",1,format_all_caps_legacy,
5001,"BLACKBURN, BW",1,format_all_caps_legacy,
5002,"BART, PB",1,format_all_caps_legacy,
5004,"MARSHALL, AS",1,format_all_caps_legacy,
5009,"BROWN, BS",1,format_all_caps_legacy,
5010,"BROWNE, CT",1,format_all_caps_legacy,
5011,"CELNICK, A",1,format_all_caps_legacy,
5012,"CHAVKIN, NF",1,format_all_caps_legacy,
5013,"NEUWIRTH, L",1,format_all_caps_legacy,
5014,"BERNSTEIN, RH",1,format_all_caps_legacy,
5015,"CLENDENEN, R",1,format_all_caps_legacy,
5018,"ELAND, A",1,format_all_caps_legacy,
5022,"HALL, PA",1,format_all_caps_legacy,
5028,"ISAAC, BC",1,format_all_caps_legacy,
5029,"MINTY, EB",1,format_all_caps_legacy,
5030,"MORRISON, RM",1,format_all_caps_legacy,
5033,"KALISH, R",1,format_all_caps_legacy,
5035,"LARSON, RE",1,format_all_caps_legacy,
5036,"PETERSEN, C",1,format_all_caps_legacy,
5037,"RIVELOIS, K",1,format_all_caps_legacy,
5038,"KRASSNER, M",1,format_all_caps_legacy,
5039,"KUNZ, K",1,format_all_caps_legacy,
5040,"LEE, JJ",1,format_all_caps_legacy,
5041,"LEPONTOIS, J",1,format_all_caps_legacy,
5042,"MEDDIN, B",1,format_all_caps_legacy,
5045,"NATHAN, PK",1,format_all_caps_legacy,
5046,"PEARSON, J",1,format_all_caps_legacy,
5047,"POINTING, J",1,format_all_caps_legacy,
5048,"POLLARD, LJ",1,format_all_caps_legacy,
5049,"FIELDING, M",1,format_all_caps_legacy,
5050,"CHOUDRY, N",1,format_all_caps_legacy,
5052,"DIAMOND, I",1,format_all_caps_legacy,
5058,"ROSENTHAL, JL",1,format_all_caps_legacy,
5062,"RUDERMAN, EB",1,format_all_caps_legacy,
5063,"SANCHEZ, CD",1,format_all_caps_legacy,
5064,"SCHWARTZ, JA",1,format_all_caps_legacy,
5065,"SHIFMAN, L",1,format_all_caps_legacy,
5066,"SCOTT, CS",1,format_all_caps_legacy,
5067,"FAWCETT, N",1,format_all_caps_legacy,
5068,"ORR, L",1,format_all_caps_legacy,
5069,"STARRETT, RA",1,format_all_caps_legacy,
5072,"THAYER, VB",1,format_all_caps_legacy,
5074,"TONELLI, G",1,format_all_caps_legacy,
5076,"PATTERSON, I",1,format_all_caps_legacy,
5079,"BIDWELL, RJ",1,format_all_caps_legacy,
5080,"FEIGON, J",1,format_all_caps_legacy,
5083,"HERTZEL, C",1,format_all_caps_legacy,
5084,"JACKSON, N",1,format_all_caps_legacy,
5085,"SCHAFER, C",1,format_all_caps_legacy,
5086,"HOLMES, WM",1,format_all_caps_legacy,
5087,"KING, CW",1,format_all_caps_legacy,
5088,"LEMMON, JA",1,format_all_caps_legacy,
5089,"LUCAS, JA",1,format_all_caps_legacy,
5090,"MCNELIS, PJ",1,format_all_caps_legacy,
5092,"SEELIG, JM",1,format_all_caps_legacy,
5093,"CHESNUT, SR",1,format_all_caps_legacy,
5097,"STANTON, GW",1,format_all_caps_legacy,
5098,"SYNOR, JP",1,format_all_caps_legacy,
5099,"COOMBS, M",1,format_all_caps_legacy,
5100,"DAS, SRM",1,format_all_caps_legacy,
5103,"GOOD, V",1,format_all_caps_legacy,
5105,"PEDLEY, J",1,format_all_caps_legacy,
5106,"LITTLEWOOD, J",1,format_all_caps_legacy,
5107,"OLLEY, D",1,format_all_caps_legacy,
5108,"HOLDAWAY, S",1,format_all_caps_legacy,
5110,"KURIAN, G",1,format_all_caps_legacy,
5111,"LAHIRI, S",1,format_all_caps_legacy,
5112,"PEELER, D",1,format_all_caps_legacy,
5113,"SINGH, GMP",1,format_all_caps_legacy,
5114,"GILL, S",1,format_all_caps_legacy,
5116,"SINGH, BN",1,format_all_caps_legacy,
5117,"TAYLOR, K",1,format_all_caps_legacy,
5118,"UMA, KG",1,format_all_caps_legacy,
5119,"VAIDYA, S",1,format_all_caps_legacy,
5120,"WHAN, M",1,format_all_caps_legacy,
5123,"BARBER, G",1,format_all_caps_legacy,
5124,"BEAVER, ML",1,format_all_caps_legacy,
5128,"BREED, J",1,format_all_caps_legacy,
5134,"DROMI, PG",1,format_all_caps_legacy,
5135,"KRAMPF, Z",1,format_all_caps_legacy,
5136,"DUNCAN, R",1,format_all_caps_legacy,
5137,"HATFIELD, S",1,format_all_caps_legacy,
5139,"MCROY, R",1,format_all_caps_legacy,
5141,"GARBER, L",1,format_all_caps_legacy,
5142,"BRENNER, S",1,format_all_caps_legacy,
5143,"LITWIN, D",1,format_all_caps_legacy,
5144,"GLYNN, JF",1,format_all_caps_legacy,
5146,"KREMEN, E",1,format_all_caps_legacy,
5147,"LAUTER, L",1,format_all_caps_legacy,
5149,"GREEN, GJ",1,format_all_caps_legacy,
5151,"KULPER, T",1,format_all_caps_legacy,
5154,"FORD, LH",1,format_all_caps_legacy,
5155,"MOSS, JW",1,format_all_caps_legacy,
5157,"HAMMOUD, HR",1,format_all_caps_legacy,
5158,"HANRAHAN, M",1,format_all_caps_legacy,
5159,"BORLAND, D",1,format_all_caps_legacy,
5160,"HARDYFANTA, C",1,format_all_caps_legacy,
5161,"HEAVEY, C",1,format_all_caps_legacy,
5163,"HODIS, L",1,format_all_caps_legacy,
5165,"JOSEPH, BR",1,format_all_caps_legacy,
5167,"LATTING, JE",1,format_all_caps_legacy,
5169,"LAZAR, M",1,format_all_caps_legacy,
5172,"LEPANTOIS, J",1,format_all_caps_legacy,
5173,"MAGARY, L",1,format_all_caps_legacy,
5176,"MAURO, LM",1,format_all_caps_legacy,
5177,"FEYERHERM, WH",1,format_all_caps_legacy,
5178,"MITTENESS, LS",1,format_all_caps_legacy,
5179,"WOOD, SJ",1,format_all_caps_legacy,
5181,"MUELLER, M",1,format_all_caps_legacy,
5182,"LEVITON, A",1,format_all_caps_legacy,
5184,"ORNSTEIN, A",1,format_all_caps_legacy,
5185,"OSEIPEL, MM",1,format_all_caps_legacy,
5186,"ROSMAN, M",1,format_all_caps_legacy,
5189,"RUSSELLERLICH, JL",1,format_all_caps_legacy,
5196,"THEILEN, GL",1,format_all_caps_legacy,
5197,"THOMS, A",1,format_all_caps_legacy,
5198,"TRUESDELL, DL",1,format_all_caps_legacy,
5200,"DESCHNER, JP",1,format_all_caps_legacy,
5205,"LEWIS, BH",1,format_all_caps_legacy,
5208,"PILALIS, J",1,format_all_caps_legacy,
5209,"REAY, R",1,format_all_caps_legacy,
5213,"DE, D",1,format_all_caps_legacy,
5215,"DEHOYOS, A",1,format_all_caps_legacy,
5216,"ANDERSON, CB",1,format_all_caps_legacy,
5217,"DEIVASENAPATHY, P",1,format_all_caps_legacy,
5218,"GETTMAN, D",1,format_all_caps_legacy,
5219,"PENA, DG",1,format_all_caps_legacy,
5220,"KUNKEL, DA",1,format_all_caps_legacy,
5225,"MEHTA, BH",1,format_all_caps_legacy,
5226,"PLAWSKY, B",1,format_all_caps_legacy,
5229,"SMITH, AV",1,format_all_caps_legacy,
5231,"PALMERGANELES, J",1,format_all_caps_legacy,
5234,"LEHAL, N",1,format_all_caps_legacy,
5236,"BEITJONES, MS",1,format_all_caps_legacy,
5239,"CAMPLING, J",1,format_all_caps_legacy,
5240,"CAREY, B",1,format_all_caps_legacy,
5241,"HANSEN, SS",1,format_all_caps_legacy,
5243,"COLE, L",1,format_all_caps_legacy,
5244,"GRIFFIN, K",1,format_all_caps_legacy,
5245,"RUIZ, B",1,format_all_caps_legacy,
5246,"CULLEN, YT",1,format_all_caps_legacy,
5248,"FABISEWSKI, KJ",1,format_all_caps_legacy,
5249,"HOWELL, MC",1,format_all_caps_legacy,
5250,"FRVIN, D",1,format_all_caps_legacy,
5251,"GREEN, RS",1,format_all_caps_legacy,
5252,"GAUTIERI, F",1,format_all_caps_legacy,
5253,"GINSBERG, R",1,format_all_caps_legacy,
5254,"GROSSMAN, HD",1,format_all_caps_legacy,
5255,"WEINER, AS",1,format_all_caps_legacy,
5256,"SALAMON, MJ",1,format_all_caps_legacy,
5257,"BURROS, N",1,format_all_caps_legacy,
5261,"HAWKER, M",1,format_all_caps_legacy,
5262,"KAPLAN, R",1,format_all_caps_legacy,
5263,"KOHN, I",1,format_all_caps_legacy,
5264,"PEPPARD, NR",1,format_all_caps_legacy,
5269,"SHIBBALCHAMPAGNE, S",1,format_all_caps_legacy,
5270,"LIPINSKASTACHOW, DM",1,format_all_caps_legacy,
5271,"SPENCE, DL",1,format_all_caps_legacy,
5274,"VATUK, S",1,format_all_caps_legacy,
5277,"WILSON, WJ",1,format_all_caps_legacy,
5278,"BHAVE, S",1,format_all_caps_legacy,
5279,"BRYANT, C",1,format_all_caps_legacy,
5283,"DESOUSA, D",1,format_all_caps_legacy,
5284,"SHAH, A",1,format_all_caps_legacy,
5285,"SINARI, R",1,format_all_caps_legacy,
5287,"GOODMAN, LM",1,format_all_caps_legacy,
5289,"HABERSCHARF, M",1,format_all_caps_legacy,
5292,"DIAMOND, J",1,format_all_caps_legacy,
5293,"JESSELSON, P",1,format_all_caps_legacy,
5294,"VERHAEGHE, G",1,format_all_caps_legacy,
5297,"ABRAMOWITZ, M",1,format_all_caps_legacy,
5298,"BLOSTEIN, S",1,format_all_caps_legacy,
5302,"ACS, K",1,format_all_caps_legacy,
5305,"ADES, J",1,format_all_caps_legacy,
5307,"ADKINS, BJ",1,format_all_caps_legacy,
5308,"TABER, JI",1,format_all_caps_legacy,
5309,"RUSSO, AM",1,format_all_caps_legacy,
5310,"AGUIRRE, BE",1,format_all_caps_legacy,
5314,"ANGLEM, EE",1,format_all_caps_legacy,
5315,"APGAR, K",1,format_all_caps_legacy,
5316,"COPLON, JK",1,format_all_caps_legacy,
5318,"POLLOCK, KL",1,format_all_caps_legacy,
5319,"BALACHANDRAN, R",1,format_all_caps_legacy,
5320,"BALLEW, JR",1,format_all_caps_legacy,
5322,"CHRISTMAN, D",1,format_all_caps_legacy,
5323,"HOLZINGER, SM",1,format_all_caps_legacy,
5325,"BARRITT, A",1,format_all_caps_legacy,
5327,"BEDFORD, A",1,format_all_caps_legacy,
5328,"BEDFORD, J",1,format_all_caps_legacy,
5329,"BERKOWITZ, ED",1,format_all_caps_legacy,
5330,"BERZ, MJ",1,format_all_caps_legacy,
5331,"BIRCH, WG",1,format_all_caps_legacy,
5334,"BLOCK, LR",1,format_all_caps_legacy,
5335,"BOMBYK, MJ",1,format_all_caps_legacy,
5337,"BRANNON, D",1,format_all_caps_legacy,
5339,"BROWNSTEIN, CD",1,format_all_caps_legacy,
5340,"BUNKER, DR",1,format_all_caps_legacy,
5344,"BURROUGHS, CH",1,format_all_caps_legacy,
5345,"CAPUTO, L",1,format_all_caps_legacy,
5346,"CHACKO, T",1,format_all_caps_legacy,
5347,"KRISHNAN, S",1,format_all_caps_legacy,
5348,"RAMANAN, M",1,format_all_caps_legacy,
5349,"CHALLIS, L",1,format_all_caps_legacy,
5351,"CHAPMAN, R",1,format_all_caps_legacy,
5354,"CHETWYND, J",1,format_all_caps_legacy,
5362,"CORSINI, E",1,format_all_caps_legacy,
5365,"COUNTS, RM",1,format_all_caps_legacy,
5366,"SACKS, A",1,format_all_caps_legacy,
5367,"CRAMOND, D",1,format_all_caps_legacy,
5368,"TITUS, LM",1,format_all_caps_legacy,
5371,"DALEY, W",1,format_all_caps_legacy,
5372,"MCLANE, SP",1,format_all_caps_legacy,
5374,"COX, PO",1,format_all_caps_legacy,
5376,"DAVISSACKS, ML",1,format_all_caps_legacy,
5377,"DAZZO, B",1,format_all_caps_legacy,
5378,"DELACOUR, EP",1,format_all_caps_legacy,
5379,"DOVE, HG",1,format_all_caps_legacy,
5380,"SCHNEIDER, KC",1,format_all_caps_legacy,
5381,"GITELSON, DA",1,format_all_caps_legacy,
5382,"DRESP, CSW",1,format_all_caps_legacy,
5384,"DURST, PL",1,format_all_caps_legacy,
5385,"WEDEMEYER, NV",1,format_all_caps_legacy,
5387,"ECKRICH, S",1,format_all_caps_legacy,
5389,"EHRLICH, P",1,format_all_caps_legacy,
5390,"FINNICAN, M",1,format_all_caps_legacy,
5392,"MOLITOR, M",1,format_all_caps_legacy,
5395,"EVANS, N",1,format_all_caps_legacy,
5396,"FEINSTEIN, KW",1,format_all_caps_legacy,
5398,"FESSLER, SR",1,format_all_caps_legacy,
5399,"ADAMS, CG",1,format_all_caps_legacy,
5401,"FLYNN, MC",1,format_all_caps_legacy,
5402,"FORBES, I",1,format_all_caps_legacy,
5404,"FOX, JR",1,format_all_caps_legacy,
5405,"FOX, S",1,format_all_caps_legacy,
5406,"DINGWALL, R",1,format_all_caps_legacy,
5408,"FRITZ, AS",1,format_all_caps_legacy,
5409,"FRY, A",1,format_all_caps_legacy,
5411,"GANDOTRA, VS",1,format_all_caps_legacy,
5412,"GARDELLA, LG",1,format_all_caps_legacy,
5413,"GARROD, G",1,format_all_caps_legacy,
5414,"GEGG, A",1,format_all_caps_legacy,
5415,"GENKINS, M",1,format_all_caps_legacy,
5416,"GEORGE, KN",1,format_all_caps_legacy,
5417,"GIANNETTI, VJ",1,format_all_caps_legacy,
5419,"GIBB, M",1,format_all_caps_legacy,
5420,"GILFILLAN, SS",1,format_all_caps_legacy,
5423,"BECKHAM, K",1,format_all_caps_legacy,
5424,"GLASTONBURY, B",1,format_all_caps_legacy,
5425,"GLESSNER, R",1,format_all_caps_legacy,
5426,"GOMEZ, E",1,format_all_caps_legacy,
5427,"FARRIS, BE",1,format_all_caps_legacy,
5428,"BECKER, RE",1,format_all_caps_legacy,
5430,"GOODBAN, N",1,format_all_caps_legacy,
5432,"GODFREY, J",1,format_all_caps_legacy,
5435,"GRANGER, JM",1,format_all_caps_legacy,
5438,"GREENE, G",1,format_all_caps_legacy,
5439,"ARTHURS, RJ",1,format_all_caps_legacy,
5440,"GRIFFIN, M",1,format_all_caps_legacy,
5441,"WALLER, MV",1,format_all_caps_legacy,
5445,"GUMPERTZ, B",1,format_all_caps_legacy,
5446,"GUPTA, OK",1,format_all_caps_legacy,
5447,"GUPTA, SO",1,format_all_caps_legacy,
5450,"GUTWILL, S",1,format_all_caps_legacy,
5451,"HACKWORTH, BB",1,format_all_caps_legacy,
5453,"HANVEY, C",1,format_all_caps_legacy,
5456,"ARGYLE, M",1,format_all_caps_legacy,
5457,"HENDRICKSON, RM",1,format_all_caps_legacy,
5458,"AXELSON, LJ",1,format_all_caps_legacy,
5459,"HESS, H",1,format_all_caps_legacy,
5460,"HEYRMAN, M",1,format_all_caps_legacy,
5464,"HOPKINS, HL",1,format_all_caps_legacy,
5469,"AHRONS, C",1,format_all_caps_legacy,
5471,"COWLEY, J",1,format_all_caps_legacy,
5472,"JERRELL, JM",1,format_all_caps_legacy,
5473,"KNIGHT, MA",1,format_all_caps_legacy,
5479,"KEECH, JG",1,format_all_caps_legacy,
5481,"ALEXANDER, P",1,format_all_caps_legacy,
5483,"KHER, BG",1,format_all_caps_legacy,
5484,"KIRLIN, BA",1,format_all_caps_legacy,
5486,"KLEIN, B",1,format_all_caps_legacy,
5487,"KLEIN, BR",1,format_all_caps_legacy,
5490,"RUCKDESCHEL, R",1,format_all_caps_legacy,
5491,"KUMARAPPA, JM",1,format_all_caps_legacy,
5494,"KIRSCH, RD",1,format_all_caps_legacy,
5496,"LALONDE, BID",1,format_all_caps_legacy,
5497,"FALLCREEK, SJ",1,format_all_caps_legacy,
5500,"LASSNER, J",1,format_all_caps_legacy,
5503,"LEWIS, BY",1,format_all_caps_legacy,
5504,"LILLISTON, BA",1,format_all_caps_legacy,
5506,"MACGREGOR, C",1,format_all_caps_legacy,
5507,"SHECKTER, LA",1,format_all_caps_legacy,
5508,"HENDRY, NJ",1,format_all_caps_legacy,
5509,"PENDRAY, MR",1,format_all_caps_legacy,
5510,"MACNAB, G",1,format_all_caps_legacy,
5511,"GOLLOUB, M",1,format_all_caps_legacy,
5512,"MALON, DW",1,format_all_caps_legacy,
5513,"SPENCER, DM",1,format_all_caps_legacy,
5514,"MANOHAR, SV",1,format_all_caps_legacy,
5517,"MARSHALL, C",1,format_all_caps_legacy,
5519,"MATULIS, DJ",1,format_all_caps_legacy,
5521,"PRICE, BD",1,format_all_caps_legacy,
5522,"MCCAFFREY, CM",1,format_all_caps_legacy,
5525,"MCCREADY, W",1,format_all_caps_legacy,
5527,"MECKEL, RA",1,format_all_caps_legacy,
5531,"MERVIS, BA",1,format_all_caps_legacy,
5532,"METRESS, SP",1,format_all_caps_legacy,
5533,"MICHAEL, S",1,format_all_caps_legacy,
5534,"LURIE, E",1,format_all_caps_legacy,
5535,"RUSSELL, N",1,format_all_caps_legacy,
5536,"UNGER, L",1,format_all_caps_legacy,
5538,"MILLER, PA",1,format_all_caps_legacy,
5539,"MIRANDA, MM",1,format_all_caps_legacy,
5540,"MISPELBLOM, F",1,format_all_caps_legacy,
5541,"MITCHELL, CA",1,format_all_caps_legacy,
5542,"MITCHELL, P",1,format_all_caps_legacy,
5543,"MODY, J",1,format_all_caps_legacy,
5544,"MONROE, C",1,format_all_caps_legacy,
5547,"MUKERJEE, R",1,format_all_caps_legacy,
5552,"MUTHUKRISHNAN, AV",1,format_all_caps_legacy,
5553,"SETHURAMAN, TV",1,format_all_caps_legacy,
5554,"NAIK, C",1,format_all_caps_legacy,
5555,"NANDAKUMAR, P",1,format_all_caps_legacy,
