author_id,name_as_published,full_name,family,given_full,evidence_dois,n_papers_linked,n_papers_checked,n_papers_agreeing
2869,"SIEFERT, K","Siefert, Kristine",Siefert,Kristine,10.1086/603888|10.1086/644549|10.1093/sw/39.5.574|10.1300/j010v09n01_08,8,4,4
2871,"SPRINGER, C","Springer, Cheryl",Springer,Cheryl,10.1007/bf00757442|10.1023/a:1025782411490|10.1023/b:csow.0000035206.66053.8e|10.1080/00377319509517431,4,4,4
2872,"STRAND, VC","Strand, Virginia C.",Strand,Virginia C.,10.1007/bf00754836|10.1007/bf00757440,2,2,2
2874,"WALZ, T","Walz, Thomas",Walz,Thomas,10.1080/10437797.1991.10672170|10.1300/j083v05n03_03,5,2,2
2875,"CRAFT, J","Craft, John",Craft,John,10.1080/10437797.1991.10672170,1,1,1
2876,"BLUM, N","Blum, Nancee",Blum,Nancee,10.1080/10437797.1991.10672170,1,1,1
2877,"WILLIAMS, B","Williams, Bonnie",Williams,Bonnie,10.1177/104438948907000801,17,1,1
2878,"YORK, AS","York, Alan S.",York,Alan S.,10.1177/002087289503800404|10.1177/104973159100100404|10.1300/j079v19n01_05,9,3,3
2880,"ABRAMSON, M","Abramson, Marcia",Abramson,Marcia,10.1093/hsw/20.2.159-a|10.1177/104438947505600405|10.1177/104438948506600701|10.1300/j010v06n04_03|10.1300/j010v09n01_04|10.1300/j010v10n01_03|10.1300/j010v13n03_09|10.1300/j010v23n02_01|10.1606/1044-3894.901,17,9,9
2881,"ANASTAS, JW","Anastas, Jeane W.",Anastas,Jeane W.,10.1080/00377318509516604|10.1080/00377319509517434|10.1080/00377319609517481|10.1177/1049731503257870|10.1300/j083v14n01_03|10.5175/jswe.2006.200400426,9,6,6
2882,"ATKINSON, JC","Atkinson, Joan C.",Atkinson,Joan C.,10.1080/00377319109516698,1,1,1
2883,"AUBREY, R","Aubrey, Rachel",Aubrey,Rachel,10.1080/00377319109516697,1,1,1
2884,"BERZOFF, J","Berzoff, Joan",Berzoff,Joan,10.1080/00377310209517661|10.1080/00377310309517685|10.1080/00377310309517686|10.1080/00377319109516702|10.1080/00377319909517560,8,5,5
2888,"COHEN, JF","Cohen, Joshua F.",Cohen,Joshua F.,10.1086/643137,4,1,1
2889,"COHEN, RS","Cohen, Rebecca S.",Cohen,Rebecca S.,10.1086/643717,4,1,1
2891,"FREED, AO","Freed, Anne O.",Freed,Anne O.,10.1080/00377318509516599|10.1080/00377318709516628|10.1086/644148|10.1177/002087280004300304|10.1177/002087289503800104|10.1177/104438947505601001|10.1177/104438947705800403|10.1177/104438947805900802|10.1177/104438948006100709|10.1177/104438948206300104|10.1300/j083v15n01_07,13,11,11
2898,"KEITHLUCAS, A","Keith-Lucas, Alan",Keith-Lucas,Alan,10.1086/643739|10.1093/sw/20.2.93|10.1177/104438946004100205|10.1177/104438946804900207,6,4,4
2903,"NURIUS, P","Nurius, Paula",Nurius,Paula,10.1080/10437797.1988.10672113|10.5175/jswe.2005.200200261,3,2,2
2904,"PARSONS, RJ","Parsons, Ruth J.",Parsons,Ruth J.,10.1093/sw/41.1.115|10.1177/08861090122094208|10.1300/j083v13n03_02,8,3,3
2906,"ROTHMAN, J","Rothman, Jack",Rothman,Jack,10.1086/641723|10.1086/642457|10.1086/643498|10.1086/643510|10.1086/644283|10.1093/sw/19.2.243|10.1093/sw/31.4.315-a|10.1300/j147v10n03_05|10.1300/j147v12n03_04,21,9,9
2909,"SCOTT, D","Scott, Dorothy",Scott,Dorothy,10.1086/603677|10.1093/sw/35.6.564,12,2,2
2910,"STAUDT, M","Staudt, Marlys",Staudt,Marlys,10.1086/498921|10.1177/1049731502250496|10.1177/104973159500500408,7,3,3
2911,"TOLMAN, RM","Tolman, Richard M.",Tolman,Richard M.,10.1086/644341|10.1086/644403|10.1177/104973159400400201|10.1177/104973159400400202,9,4,4
2913,"GROZE, V","Groze, Victor",Groze,Victor,10.1086/603782|10.1093/sw/35.6.532|10.1177/104438949107200805|10.1177/104438949207301004|10.1177/104438949407500204|10.1606/1044-3894.822,8,6,6
2915,"BIELENBERG, LT","Bielenberg, Lynn Turner",Bielenberg,Lynn Turner,10.1177/104973159100100406,1,1,1
2916,"BIRSINGER, P","Birsinger, Pamela",Birsinger,Pamela,10.1177/104973159100100409,1,1,1
2918,"SCHINDLER, R","Schindler, Ruben",Schindler,Ruben,10.1080/10437797.1993.10778821|10.1086/643964|10.1300/j083v25n03_02,5,3,3
2925,"COURNOYER, DE","Cournoyer, David E.",Cournoyer,David E.,10.1080/10437797.1990.10672158|10.1177/104438949507600703|10.1177/104973159100100405,4,3,3
2929,"DZIEGIELEWSKI, SF","Dziegielewski, Sophia F.",Dziegielewski,Sophia F.,10.1080/026505399103520|10.1080/10437797.2004.10778482|10.1177/104973159100100402|10.1177/104973159800800401|10.1177/104973159800800406|10.1177/104973159800800605|10.1300/j010v23n03_02|10.1300/j079v32n01_01|10.1300/j083v32n01_04|10.1606/1044-3894.1016,12,10,10
2930,"EDLESON, JL","Edleson, Jeffrey L.",Edleson,Jeffrey L.,10.1007/bf00760502|10.1086/603839|10.1093/sw/22.2.125|10.1093/sw/26.6.488|10.1093/sw/29.3.237|10.1177/104438949107200904|10.1177/104973159100100301|10.1177/104973159100100408|10.1177/104973159800800606|10.1606/1044-3894.1782,15,10,10
2955,"VINCENT, J","Vincent, Jane",Vincent,Jane,10.1080/02650539608415666,7,1,1
2956,"WISTOW, G","Wistow, Gerald",Wistow,Gerald,10.1086/604195,2,1,1
2959,"ABRAMOVITZ, M","Abramovitz, Mimi",Abramovitz,Mimi,10.1080/10437797.1993.10778794|10.1086/431002|10.1086/644266|10.1093/sw/28.6.440|10.1093/sw/31.4.257|10.1177/104438949107200806,15,6,6
2960,"ALEXANDER, J","Alexander, Jannette",Alexander,Jannette,10.1007/bf00754726|10.1007/bf02145669|10.1007/bf02145675|10.1007/bf02321230,4,4,4
2961,"ANDERSEN, R","Andersen, Ronald",Andersen,Ronald,10.1086/603862|10.1086/642357,2,2,2
2963,"BECK, BM","Beck, Bertram M.",Beck,Bertram M.,10.1086/641934|10.1086/642525|10.1093/sw/19.3.377|10.1093/sw/30.3.283,18,4,4
2964,"FARMER, RL","Farmer, Rosemary L.",Farmer,Rosemary L.,10.1080/10437797.1991.10672200|10.1080/10437797.1999.10778967,5,2,2
2965,"PHILLIPS, ME","Phillips, M. Elizabeth",Phillips,M. Elizabeth,10.1080/10437797.1991.10672200,1,1,1
2966,"BLACK, WG","Black, William G.",Black,William G.,10.1086/603854,2,1,1
2967,"COURTENAY, W","Courtenay, Will",Courtenay,Will,10.1007/bf00754727,1,1,1
2968,"GORDON, KH","Gordon, Kenneth H.",Gordon,Kenneth H.,10.1086/603853,1,1,1
2969,"GROSKIND, F","Groskind, Fred",Groskind,Fred,10.1086/603667,3,1,1
2970,"HALPERN, R","Halpern, Robert",Halpern,Robert,10.1086/498839|10.1086/603800|10.1086/603852|10.1086/604099,4,4,4
2971,"HAMLIN, ER","Hamlin, Elwood R.",Hamlin,Elwood R.,10.1007/bf00761559|10.1177/104438948206300203|10.1300/j010v36n04_06|10.1300/j079v29n03_04,5,4,4
2972,"HEGAR, RL","Hegar, Rebecca L.",Hegar,Rebecca L.,10.1086/603779|10.1086/644117|10.1086/644560|10.1093/swr/18.3.131|10.1606/1044-3894.817,8,5,5
2973,"HERRMANN, KJ","Herrmann, Kenneth J.",Herrmann,Kenneth J.,10.1093/sw/28.3.254|10.1093/sw/32.6.523,4,2,2
2974,"HOROWITZ, J","Horowitz, Jill",Horowitz,Jill,10.1023/a:1022873920417|10.1086/644325,5,2,2
2975,"JONES, DM","Jones, Dorothy M.",Jones,Dorothy M.,10.1007/bf00754721|10.1007/bf00754839|10.1007/bf00755366|10.1093/sw/31.5.411,5,4,4
2976,"KAMEOKA, VA","Kameoka, Velma A.",Kameoka,Velma A.,10.1080/10437797.1991.10672197,2,1,1
2977,"LISTER, L","Lister, Larry",Lister,Larry,10.1080/00377319109517365|10.1080/10437797.1987.10672071|10.1080/10437797.1991.10672197|10.1177/104438948806900712,7,4,4
2980,"MARTIN, CJ","Martin, Cathie Jo",Martin,Cathie Jo,10.1086/603864,1,1,1
2981,"OREILLY, CT","O'Reilly, Charles T.",O'Reilly,Charles T.,10.1007/bf00754728,2,1,1
2982,"ORME, JG","Orme, John G.",Orme,John G.,10.1086/591883|10.1086/603745|10.1086/603789|10.1086/603858|10.1086/643915|10.1086/644354|10.1086/644403|10.1086/644428|10.1086/644484|10.1093/swr/18.3.131|10.1093/swr/19.2.121|10.1177/1049731502250405|10.1177/1049731505280957|10.1300/j079v29n04_02|10.1300/j079v30n03_02,25,15,15
2984,"PROZAN, CK","Prozan, Charlotte Krause",Prozan,Charlotte Krause,10.1007/bf00754729,1,1,1
2985,"RASKIN, M","Raskin, Miriam",Raskin,Miriam,10.1080/10437797.1991.10672198|10.5175/jswe.2006.200400447,3,2,2
2986,"ROBINSON, KE","Robinson, Kristin E.",Robinson,Kristin E.,10.1300/j147v25n03_04,2,1,1
2990,"SCHNEIDER, EL","Schneider, E. Lynn",Schneider,E. Lynn,10.1007/bf00754722,1,1,1
2993,"SEGAL, EA","Segal, Elizabeth A.",Segal,Elizabeth A.,10.1177/088610999701200105|10.1177/104438949107201009,7,2,2
2994,"SHORE, BK","Shore, Barbara K.",Shore,Barbara K.,10.1080/10437797.1991.10672194|10.1300/j083v13n03_11,6,2,2
2995,"SOWERSHOAG, KM","Sowers-Hoag, Karen M.",Sowers-Hoag,Karen M.,10.1080/10437797.1991.10672204,1,1,1
2996,"STADUM, B","Stadum, Beverly",Stadum,Beverly,10.1086/603863,1,1,1
2997,"STOUT, KD","Stout, Karen D.",Stout,Karen D.,10.1080/10437797.1991.10672203,1,1,1
2998,"TEITELBAUM, S","Teitelbaum, Sylvia",Teitelbaum,Sylvia,10.1007/bf00754723|10.1007/bf02190357|10.1023/a:1020763910220,3,3,3
2999,"TUOMINEN, M","Tuominen, Mary",Tuominen,Mary,10.1086/603857,1,1,1
3002,"VAYDA, E","Vayda, Elaine",Vayda,Elaine,10.1080/10437797.1991.10672199,1,1,1
3003,"WADE, AD","Wade, Alan D.",Wade,Alan D.,10.1086/603859|10.1086/639991|10.1086/641153|10.1086/641397|10.1086/641464|10.1086/641647|10.1086/641853|10.1086/643686|10.1086/643881|10.1093/sw/8.4.3|10.1177/104438946905000711,15,11,11
3004,"WYERS, NL","Wyers, Norman L.",Wyers,Norman L.,10.1080/10437797.1991.10672196|10.1093/sw/28.4.261|10.1093/sw/29.1.93-a|10.1093/sw/29.5.496-a|10.1177/104438946905000903,12,5,5
3005,"YOST, DM","Yost, Diane M.",Yost,Diane M.,10.1086/603866,1,1,1
3016,"JACKSON, S","Jackson, Sondra",Jackson,Sondra,10.1093/sw/41.2.190,9,1,1
3024,"ASHFORD, JB","Ashford, José B.",Ashford,José B.,10.1093/swr/18.2.123|10.1177/104973159100100306,4,2,2
3025,"BECERRA, RM","Becerra, Rosina M.",Becerra,Rosina M.,10.1093/sw/29.3.306|10.1093/sw/36.4.364|10.1177/104438948406500306|10.1300/j010v21n04_03,9,4,4
3026,"BERRICK, JD","Berrick, Jill Duerr",Berrick,Jill Duerr,10.1086/591882|10.1086/604250|10.1093/sw/36.4.345,9,3,3
3027,"KORR, W","Korr, Wynne",Korr,Wynne,10.1023/a:1022826314561|10.1093/sw/36.4.367-b,2,2,2
3031,"CARLSON, BE","Carlson, Bonnie E.",Carlson,Bonnie E.,10.1086/604249|10.1086/644239|10.1093/sw/36.4.279|10.1177/0886109904265790|10.1177/104438949307400606,7,5,5
3032,"CERVERA, NJ","Cervera, Neil J.",Cervera,Neil J.,10.1093/sw/36.4.279|10.1177/104438949307400604|10.1177/104438949307400608,3,3,3
3033,"COADY, NF","Coady, Nick F.",Coady,Nick F.,10.1007/bf02190558|10.1177/104438949307400504|10.1177/104973159100100303|10.1606/1044-3894.1476,7,4,4
3039,"SYERS, M","Syers, Maryann",Syers,Maryann,10.1080/10437797.2004.10778490|10.1177/104973159100100301,3,2,2
3042,"FRIEDMAN, HT","Friedman, Hideko Tamura (Tammy)",Friedman,Hideko Tamura (Tammy),10.1093/sw/36.4.367-d,1,1,1
3043,"GAMMON, EA","Gammon, Elizabeth Ann",Gammon,Elizabeth Ann,10.1177/002087289503800203|10.1177/002087289704000404|10.1177/104973159100100302|10.1606/1044-3894.1011,4,4,4
3047,"JARVIS, SV","Jarvis, Sara V.",Jarvis,Sara V.,10.1093/sw/36.4.309,1,1,1
3059,"PELTON, LH","Pelton, Leroy H.",Pelton,Leroy H.,10.1080/10437797.2001.10779065|10.1093/sw/36.4.337|10.1177/104438948907000103,7,3,3
3061,"ROLLINSON, PA","Rollinson, Paul A.",Rollinson,Paul A.,10.1093/sw/36.4.303,1,1,1
3066,"SEGAL, UA","Segal, Uma A.",Segal,Uma A.,10.1177/0020872804043963|10.1177/002087289904200105|10.1177/104438949107200406,7,3,3
3068,"NURIUS, PS","Nurius, Paula S.",Nurius,Paula S.,10.1080/10437797.1988.10672098|10.1086/603981|10.1086/644285|10.1177/104973150201200102|10.1300/j010v13n04_08|10.1300/j147v23n01_01|10.1606/1044-3894.935,14,7,7
3074,"MANTHORPE, J","Manthorpe, Jill",Manthorpe,Jill,10.1177/002087280104400212|10.1177/002087280104400414|10.1177/0020872803046002012|10.1177/002087289804100414,49,4,4
3075,"BERLIN, S","Berlin, Sharon",Berlin,Sharon,10.1086/515757|10.1086/591892|10.1086/603803|10.1086/603845|10.1086/643871|10.1086/643877|10.1086/644088|10.1093/sw/26.6.447|10.1093/sw/29.1.81,11,9,9
3077,"BOYKIN, FF","Boykin, Fred F.",Boykin,Fred F.,10.1080/00377319109517367,1,1,1
3078,"CADWELL, S","Cadwell, Steve",Cadwell,Steve,10.1023/a:1022850505204|10.1080/00377319109517366,3,2,2
3080,"DEROOS, YS","DeRoos, Yosikazu S.",DeRoos,Yosikazu S.,10.1086/603763|10.1086/603842,3,2,2
3081,"ELSON, MA","Elson, Miriam A.",Elson,Miriam A.,10.1007/bf00755043,1,1,1
3082,"FLECKHENDERSON, A","Fleck-Henderson, Ann",Fleck-Henderson,Ann,10.1086/603833,2,1,1
3084,"KANE, RA","Kane, Rosalie A.",Kane,Rosalie A.,10.1007/bf00757922|10.1086/603838|10.1093/sw/27.4.315|10.1177/104438947705800407|10.1300/j010v01n01_04|10.1300/j010v02n02_09|10.1300/j010v03n03_08|10.1300/j083v09n01_10|10.1300/j083v31n01_08,18,9,9
3085,"PENROD, JD","Penrod, Joan D.",Penrod,Joan D.,10.1086/603838|10.1300/j083v31n01_08,2,2,2
3086,"DAVIDSON, G","Davidson, Gestur",Davidson,Gestur,10.1086/603838,1,1,1
3087,"MOSCOVICE, I","Moscovice, Ira",Moscovice,Ira,10.1086/603838|10.1086/644163|10.1086/644460,3,3,3
3088,"RICH, E","Rich, Eugene",Rich,Eugene,10.1086/603838,1,1,1
3089,"KUTZA, E","Kutza, Elizabeth",Kutza,Elizabeth,10.1086/603846|10.1086/643664|10.1086/644338,3,3,3
3092,"LYNCH, VJ","Lynch, Vincent J.",Lynch,Vincent J.,10.1177/104438947705800208,2,1,1
3093,"NICKERSON, M","Nickerson, Mark",Nickerson,Mark,10.1080/00377319109517373,1,1,1
3094,"HANKINS, JA","Hankins, Janette A.",Hankins,Janette A.,10.1086/603843,1,1,1
3095,"PARADIS, BA","Paradis, Bruce A.",Paradis,Bruce A.,10.1007/bf00755574|10.1080/00377310309517698,4,2,2
3096,"REID, W","Reid, William",Reid,William,10.1086/603844|10.1086/641556|10.1086/641655|10.1177/104438946604700908,4,4,4
3097,"REITER, L","Reiter, Laura",Reiter,Laura,10.1007/bf00755044|10.1007/bf00757925|10.1007/bf02190589|10.1023/a:1022842408122,5,4,4
3098,"SAXTON, P","Saxton, Paul",Saxton,Paul,10.1086/603840,1,1,1
3099,"SCHAIN, J","Schain, Joan",Schain,Joan,10.1007/bf00755365|10.1007/bf00755576,3,2,2
3101,"SCHRENZEL, J","Schrenzel, Jeff",Schrenzel,Jeff,10.1023/a:1022838307214|10.1080/00377318709516633|10.1080/00377319409517408,11,3,3
3102,"WRENN, RM","Wrenn, Rachel Miller",Wrenn,Rachel Miller,10.1300/j083v17n01_08,1,1,1
3103,"MERDINGER, J","Merdinger, Joan",Merdinger,Joan,10.1300/j083v17n01_08,1,1,1
3104,"PARRY, JK","Parry, Joan K.",Parry,Joan K.,10.1300/j009v11n01_06|10.1300/j010v02n01_07|10.1300/j083v17n01_08,4,3,3
3106,"WRIGHT, SD","Wright, Scott D.",Wright,Scott D.,10.1300/j083v17n01_07,2,1,1
3108,"CASERTA, MS","Caserta, Michael S.",Caserta,Michael S.,10.1300/j083v10n01_04|10.1300/j083v11n01_10|10.1300/j083v17n01_07,4,3,3
3109,"PRATT, C","Pratt, Clara",Pratt,Clara,10.1177/104438948606700208|10.1300/j083v10n01_08|10.1300/j083v17n01_07,4,3,3
3110,"YEADON, A","Yeadon, Anne",Yeadon,Anne,10.1300/j083v17n03_14,1,1,1
3111,"ABELL, N","Abell, Neil",Abell,Neil,10.1080/10437797.1990.10672134|10.1093/swr/18.1.56|10.1177/104973102237471|10.1177/104973102237474|10.1177/104973150101100108|10.1177/104973150201200108|10.1177/1049731504265836|10.1177/1049731505284864|10.1177/104973159900900104,13,9,9
3114,"BONIELLO, M","Boniello, Michael",Boniello,Michael,10.1007/bf00754837,1,1,1
3120,"DENTON, RT","Denton, Roy T.",Denton,Roy T.,10.1080/10437797.1990.10672129|10.1177/104438948907000402|10.1300/j147v13n01_04,3,3,3
3121,"ELDRIDGE, A","Eldridge, Amy",Eldridge,Amy,10.1007/bf00754835|10.1007/bf00755377,2,2,2
3122,"SCHMIDT, E","Schmidt, Erika",Schmidt,Erika,10.1007/bf00754835,1,1,1
3124,"GLASS, BL","Glass, Becky L.",Glass,Becky L.,10.1086/603795,1,1,1
3125,"HARDIN, R","Hardin, Russell",Hardin,Russell,10.1086/603794|10.1086/603995,2,2,2
3126,"HERRICK, JM","Herrick, John M.",Herrick,John M.,10.1086/603809|10.1177/104438947405500708,5,2,2
3128,"IGLEHART, AP","Iglehart, Alfreda P.",Iglehart,Alfreda P.,10.1086/603801|10.1086/643841|10.1086/643978|10.1086/644269|10.1177/104438948506600303|10.1177/104438949307400209|10.1300/j010v21n04_03,8,7,7
3129,"LIGHTMAN, ES","Lightman, Ernie S.",Lightman,Ernie S.,10.1086/603798|10.1086/643985|10.1300/j010v21n04_05|10.1300/j010v25n03_06,5,4,4
3130,"SHEINGOLD, A","Sheingold, Ann",Sheingold,Ann,10.1007/bf00754841,1,1,1
3131,"MEYERS, MK","Meyers, Marcia K.",Meyers,Marcia K.,10.1086/515751|10.1086/515796|10.1086/591881|10.1086/603796|10.1086/604011|10.1086/604153|10.1086/604221,8,7,7
3132,"THIBAULT, JM","Thibault, Jane M.",Thibault,Jane M.,10.1080/10437797.1990.10672130,2,1,1
3133,"ELLOR, JW","Ellor, James W.",Ellor,James W.,10.1080/10437797.1990.10672130,1,1,1
3134,"PHARIS, M","Pharis, Mary",Pharis,Mary,10.1007/bf00756043,2,1,1
3135,"PIEPER, MH","Pieper, Martha Heineman",Pieper,Martha Heineman,10.1086/603802|10.1086/644447|10.1086/644565|10.1606/1044-3894.1098|10.1606/1044-3894.1477,7,5,5
3136,"SCHWARTZMAN, J","Schwartzman, John",Schwartzman,John,10.1086/603808,1,1,1
3140,"SIMPSON, B","Simpson, Barbara",Simpson,Barbara,10.1177/002087289804100209,4,1,1
3143,"WALKER, J","Walker, Josephine",Walker,Josephine,10.1300/j079v29n04_01,3,1,1
3144,"SOSIN, MR","Sosin, Michael R.",Sosin,Michael R.,10.1086/514452|10.1086/603799|10.1086/604126|10.1086/644382|10.1086/644425|10.1086/644440,11,6,6
3145,"SULLIVAN, TA","Sullivan, Teresa A.",Sullivan,Teresa A.,10.1086/603810,1,1,1
3146,"TAYLOR, FA","Taylor, Francis A.",Taylor,Francis A.,10.1080/10437797.1990.10672131,1,1,1
3147,"THOBURN, J","Thoburn, June",Thoburn,June,10.1086/428871,10,1,1
3149,"WEINTRAUB, CG","Weintraub, Cecily G.",Weintraub,Cecily G.,10.1007/bf00755098,4,1,1
3151,"BERLINER, AK","Berliner, Arthur K.",Berliner,Arthur K.,10.1093/sw/35.6.569|10.1177/104438947105200904|10.1300/j009v10n01_03,6,3,3
3152,"BOEHM, WW","Boehm, Werner W.",Boehm,Werner W.,10.1086/640526|10.1086/641041|10.1086/641798|10.1086/642466|10.1086/642863|10.1093/sw/10.3.114|10.1093/sw/13.2.135|10.1093/sw/29.5.490|10.1093/sw/35.6.571-a|10.1093/sw/7.1.114|10.1177/104438945603700705|10.1177/104438945803900901|10.1177/104438945904000310|10.1177/104438945904000802|10.1177/104438946004100410|10.1177/104438946504600208|10.1177/104438947906000210|10.1177/104438948106200411,25,18,18
3154,"DARMSTADT, GL","Darmstadt, Gary L.",Darmstadt,Gary L.,10.1093/sw/35.6.487,1,1,1
3155,"GOLDSTEIN, S","Goldstein, Shirley",Goldstein,Shirley,10.1177/104438947805901002,6,1,1
3156,"GOODMAN, C","Goodman, Catherine",Goodman,Catherine,10.1093/sw/35.6.556|10.1300/j083v32n01_06,2,2,2
3157,"LAIRD, J","Laird, Joan",Laird,Joan,10.1080/00377319009516669|10.1080/00377319009516676|10.1080/00377319009516683|10.1080/00377319309517389|10.1080/00377319409517415|10.1093/sw/31.5.405|10.1177/104438949507600303|10.1606/1044-3894.972|10.1606/1044-3894.998,21,9,9
3158,"MULROY, E","Mulroy, Elizabeth",Mulroy,Elizabeth,10.1093/sw/35.6.542,2,1,1
3159,"PENMAN, N","Penman, Nancy",Penman,Nancy,10.1093/sw/35.6.571-b,1,1,1
3161,"RODRIGUEZ, P","Rodriguez, Pereta",Rodriguez,Pereta,10.1093/sw/35.6.528,1,1,1
3162,"MEYER, AS","Meyer, Alan S.",Meyer,Alan S.,10.1093/sw/35.6.528,1,1,1
3164,"CURIEL, H","Curiel, Herman",Curiel,Herman,10.1093/sw/35.6.532,1,1,1
3166,"WATKINS, SA","Watkins, Sallie A.",Watkins,Sallie A.,10.1093/sw/35.6.500,2,1,1
3167,"WHITMAN, BY","Whitman, Barbara Y.",Whitman,Barbara Y.,10.1093/sw/35.6.516|10.1177/104438949107201008|10.1300/j010v07n04_03,3,3,3
3168,"ACCARDO, P","Accardo, Pasquale",Accardo,Pasquale,10.1093/sw/35.6.516,1,1,1
3169,"BOYERT, M","Boyert, Mary",Boyert,Mary,10.1093/sw/35.6.516,1,1,1
3170,"KENDAGOR, R","Kendagor, Rita",Kendagor,Rita,10.1093/sw/35.6.516,1,1,1
3171,"WINSLOW, SM","Winslow, Susan M.",Winslow,Susan M.,10.1080/00377319009516685,1,1,1
3172,"GAUDIN, JM","Gaudin, James M.",Gaudin,James M.,10.1086/644094|10.1093/sw/35.6.506|10.1177/104438948406500503,8,3,3
3178,"DAVIES, M","Davies, Martin",Davies,Martin,10.1177/104438947405500101,17,1,1
3191,"RUSHTON, A","Rushton, Alan",Rushton,Alan,10.1080/02650539608415664,6,1,1
3201,"ALEXANDER, CA","Alexander, Chauncey A.",Alexander,Chauncey A.,10.1093/sw/11.4.101|10.1093/sw/32.1.91-a|10.1093/sw/32.1.94|10.1300/j147v06n02_02,11,4,4
3202,"LANE, BA","Lane, Bruce A.",Lane,Bruce A.,10.1093/sw/28.4.297,2,1,1
3203,"GIBEAU, JL","Gibeau, Janice L",Gibeau,Janice L,10.1300/j083v14n01_03,2,1,1
3205,"ANECHIARICO, B","Anechiarico, Barry",Anechiarico,Barry,10.1007/bf00755102,1,1,1
3206,"APPEL, YH","Appel, Yetta H.",Appel,Yetta H.,10.1177/104438947205300310|10.1177/104438947305400911,6,2,2
3207,"CARTER, I","Carter, Irl",Carter,Irl,10.1086/603787,1,1,1
3208,"CORCORAN, K","Corcoran, Kevin",Corcoran,Kevin,10.1080/10437797.1990.10672162|10.1080/10437797.1995.10672276|10.1080/10437797.1998.10778909|10.1177/104973159400400304|10.1177/104973159600600206|10.1177/104973159800800507,7,6,6
3210,"DANZIGER, SK","Danziger, Sandra K.",Danziger,Sandra K.,10.1086/498922|10.1086/603781|10.1093/swr/20.4.217|10.1606/1044-3894.1071,5,4,4
3212,"HELFGOTT, C","Helfgott, Chava",Helfgott,Chava,10.1080/10437797.1990.10672160,1,1,1
3213,"EASTWOOD, J","Eastwood, Judith",Eastwood,Judith,10.1007/bf00755101,1,1,1
3214,"SPIELVOGEL, A","Spielvogel, Anna",Spielvogel,Anna,10.1007/bf00755101,1,1,1
3215,"WILE, J","Wile, Joanne",Wile,Joanne,10.1007/bf00755101,1,1,1
3216,"FALCK, HS","Falck, Hans S.",Falck,Hans S.,10.1086/640950|10.1093/sw/22.2.166-b|10.1093/sw/29.3.315-c|10.1177/104438946304400201|10.1177/104438947005100713|10.1177/104438948306400709|10.1300/j009v12n03_03|10.1300/j010v03n04_03|10.1300/j010v15n01_03|10.1300/j010v21n03_02|10.1300/j010v25n01_05,25,11,11
3217,"GEDDES, MJ","Geddes, Michael J.",Geddes,Michael J.,10.1007/bf00755100,1,1,1
3218,"PAJIC, AK","Pajic, Anne K.",Pajic,Anne K.,10.1007/bf00755100,1,1,1
3219,"GIBBS, P","Gibbs, Patty",Gibbs,Patty,10.1080/10437797.1986.10671739|10.1080/10437797.1990.10672155|10.1080/10437797.1994.10672214|10.1080/10437797.1995.10778834,4,4,4
3220,"LOCKE, BL","Locke, Barry L.",Locke,Barry L.,10.1080/10437797.1990.10672155,1,1,1
3221,"LOHMANN, R","Lohmann, Roger",Lohmann,Roger,10.1080/10437797.1990.10672155,1,1,1
3223,"GOMEZ, MR","Gómez, Manuel R.",Gómez,Manuel R.,10.1086/603777,1,1,1
3224,"HARTMAN, W","Hartman, William",Hartman,William,10.1007/bf00755104,2,1,1
3225,"LAMBERT, S","Lambert, Susan",Lambert,Susan,10.1086/603788,1,1,1
3226,"MORRIS, R","Morris, Robert",Morris,Robert,10.1086/640659|10.1086/641204|10.1086/641535|10.1086/641851|10.1086/643129|10.1086/643232|10.1086/643508|10.1086/643661|10.1086/644018|10.1300/j147v06n02_04,25,10,10
3231,"PETERSON, CL","Peterson, Carolyn L.",Peterson,Carolyn L.,10.1300/j010v02n02_05,2,1,1
3237,"ROBINSON, JB","Robinson, Jeanne B.",Robinson,Jeanne B.,10.1086/603786|10.1086/604072,2,2,2
3238,"ROSENTHAL, ES","Rosenthal, Emily S.",Rosenthal,Emily S.,10.1007/bf00755097,1,1,1
3239,"SCHATZ, MS","Schatz, Mona S.",Schatz,Mona S.,10.1080/10437797.1990.10672154,1,1,1
3240,"JENKINS, LE","Jenkins, Lowell E.",Jenkins,Lowell E.,10.1080/10437797.1990.10672154|10.1177/0020872803464005,2,2,2
3241,"SHEAFOR, BW","Sheafor, Bradford W.",Sheafor,Bradford W.,10.1080/10437797.1990.10672154|10.1080/10437797.1996.10778448,3,2,2
3242,"SCHMIDT, LA","Schmidt, Laura A.",Schmidt,Laura A.,10.1086/378326|10.1086/603778,2,2,2
3243,"SHIREMAN, J","Shireman, Joan",Shireman,Joan,10.1086/603783|10.1086/604041|10.1093/sw/17.4.29,6,3,3
3244,"SINICROPE, RF","Sinicrope, Robert F.",Sinicrope,Robert F.,10.1080/10437797.1990.10672158,1,1,1
3248,"WATSON, KW","Watson, Kenneth W.",Watson,Kenneth W.,10.1086/381352|10.1086/514436|10.1086/603784|10.1093/sw/17.4.29|10.1093/sw/18.6.80|10.1606/1044-3894.969,6,6,6
3249,"WILSON, V","Wilson, Vanessa",Wilson,Vanessa,10.1300/j083v13n01_07,2,1,1
